Rk,Squad,# Pl,90s,Att,Pass Types: Live,Pass Types: Dead,Pass Types: FK,Pass Types: TB,Pass Types: Press,Pass Types: Sw,Pass Types: Crs,Pass Types: CK,Corner Kicks: In,Corner Kicks: Out,Corner Kicks: Str,Height: Ground,Height: Low,Height: High,Body Parts: Left,Body Parts: Right,Body Parts: Head,Body Parts: TI,Body Parts: Other,Outcomes: Cmp,Outcomes: Off,Outcomes: Out,Outcomes: Int,Outcomes: Blocks,League,Season,TeamID
61,Marseille,26,38.0,20412,18977,1435,330,46,2941,562,613,233,0,0,0,14884,1481,4047,5557,12806,918,670,189,16580,65,414,389,448,Ligue 1,2017-2018,66190039714113630
62,Metz,36,38.0,16352,14801,1551,376,16,2735,594,498,171,0,0,0,10179,1523,4650,3549,10473,1124,717,239,12161,47,463,387,451,Ligue 1,2017-2018,14635757597311544
63,Milan,23,38.0,21543,19913,1630,445,19,3428,691,579,239,42,25,15,15038,2317,4188,6180,13449,722,682,245,17744,73,345,313,458,Serie A,2017-2018,59378513948613436
64,Monaco,32,38.0,17911,16406,1505,405,38,3301,491,577,180,0,0,0,11907,1698,4306,4885,10789,1135,684,171,13858,66,438,373,435,Ligue 1,2017-2018,79093238158793616
65,Montpellier,23,38.0,17141,15580,1561,400,20,2616,694,578,176,0,0,0,11231,1436,4474,4943,9839,1055,770,257,13023,68,478,436,467,Ligue 1,2017-2018,32434714471076965
66,Nantes,30,38.0,15828,14282,1546,337,17,2518,485,587,167,0,0,0,9684,1532,4612,3596,9824,1167,767,236,11474,76,514,441,423,Ligue 1,2017-2018,25802633648495862
67,Napoli,23,38.0,29004,27360,1644,361,55,3884,674,472,236,54,20,33,21142,4307,3555,6460,20370,833,792,288,24985,72,382,456,522,Serie A,2017-2018,10516137814401134
68,Newcastle Utd,27,38.0,15257,13384,1873,450,20,2621,436,396,167,62,68,11,8305,2457,4495,4735,7957,806,835,229,11037,55,343,431,391,Premier League,2017-2018,29528772732587842
69,Nice,31,38.0,22513,21297,1216,296,21,3493,659,398,193,0,0,0,18123,1387,3003,6655,14366,684,491,169,19266,55,291,428,407,Ligue 1,2017-2018,11720969662561653
70,Paris S-G,26,38.0,25194,24024,1170,286,33,3655,548,563,221,0,0,0,20619,1680,2895,10455,13284,620,527,173,22005,84,292,516,475,Ligue 1,2017-2018,11177590892093073
71,RB Leipzig,23,34.0,18205,16408,1797,519,44,2832,302,364,164,45,49,13,11696,2901,3608,3108,12707,897,831,256,14201,76,360,346,468,Bundesliga,2017-2018,68159208261559796
72,Real Madrid,24,38.0,23619,22408,1211,283,47,3666,807,749,245,1,4,0,18167,1917,3535,6195,15829,667,523,207,20155,96,291,396,509,La Liga,2017-2018,29627131003986350
73,Real Sociedad,27,38.0,20209,18819,1390,396,16,3366,651,570,211,2,3,0,14651,1486,4072,6624,11632,945,602,149,16400,74,407,277,481,La Liga,2017-2018,57299950304530590
74,Rennes,28,38.0,17389,15787,1602,408,18,2733,615,520,207,0,0,0,11669,1382,4338,3670,11494,1044,751,154,13282,73,483,415,435,Ligue 1,2017-2018,96819424452761337
75,Roma,27,38.0,21399,19701,1698,418,41,3211,700,624,261,45,30,9,14338,2929,4132,7233,11806,862,773,315,17296,60,424,317,519,Serie A,2017-2018,764736481564168
76,Saint-Étienne,30,38.0,18272,16759,1513,338,33,2833,484,471,169,0,0,0,13069,1358,3845,4031,12128,942,758,170,14310,68,379,450,483,Ligue 1,2017-2018,56226069621228236
77,Sampdoria,27,38.0,20144,18275,1869,546,24,2929,546,464,220,64,52,23,13073,2841,4230,6568,11412,820,748,245,16148,45,311,315,468,Serie A,2017-2018,89407679695143145
78,Sassuolo,28,38.0,15749,13879,1870,546,17,2499,554,490,193,50,32,12,8523,2540,4686,5739,7612,929,770,244,11497,70,406,257,488,Serie A,2017-2018,79200252522790650
79,Schalke 04,24,34.0,15577,13948,1629,488,20,2233,311,343,140,24,58,8,9457,2406,3714,4377,9105,820,708,196,12031,70,259,236,381,Bundesliga,2017-2018,24345039935475884
80,Sevilla,31,38.0,19975,18574,1401,360,20,3320,405,474,201,0,0,0,14182,1973,3820,6365,11390,1117,614,197,15762,119,421,366,530,La Liga,2017-2018,22702270477938803
81,Southampton,26,38.0,18666,16752,1914,425,28,3081,624,516,227,116,73,14,11644,2688,4334,5176,10973,891,864,211,14319,68,428,519,443,Premier League,2017-2018,21037626007536306
82,SPAL,29,38.0,16025,14112,1913,632,17,2782,496,413,172,47,53,13,9514,2236,4275,4297,9639,743,701,231,12214,82,338,193,436,Serie A,2017-2018,73622612860183040
83,Stoke City,30,38.0,14374,12430,1944,467,23,2698,415,377,136,71,49,11,7415,2303,4656,4213,7219,941,874,203,10142,82,379,461,379,Premier League,2017-2018,55848606059653975
84,Strasbourg,25,38.0,16465,14880,1585,356,24,2536,581,490,181,0,0,0,10411,1380,4674,4651,9544,1073,746,152,12322,71,467,337,432,Ligue 1,2017-2018,92234479374253707
85,Stuttgart,26,34.0,16046,14383,1663,446,20,2501,439,402,141,32,39,25,9265,2568,4213,4926,8782,945,736,204,12101,67,315,270,390,Bundesliga,2017-2018,81761661302668293
86,Swansea City,26,38.0,17180,15282,1898,471,11,2602,581,420,150,89,29,20,10684,2515,3981,4887,10020,646,824,237,13270,37,352,441,401,Premier League,2017-2018,11897392087106032
87,Torino,27,38.0,18316,16416,1900,516,19,3042,601,418,167,41,30,10,11370,2714,4232,4983,10921,830,859,299,14425,63,398,252,487,Serie A,2017-2018,21846272194836439
88,Tottenham,25,38.0,23469,21479,1990,484,49,3451,625,555,247,66,99,29,16343,3237,3889,7561,13410,813,940,289,19287,79,320,579,523,Premier League,2017-2018,22006624071753704
89,Toulouse,25,38.0,15139,13467,1672,464,15,2926,463,564,167,0,0,0,9022,1631,4486,3920,8727,1221,763,207,10831,58,433,380,481,Ligue 1,2017-2018,94523000561782573
90,Troyes,25,38.0,15719,14177,1542,355,13,2651,453,454,148,0,0,0,10061,1500,4158,5256,8146,1143,719,188,11486,55,462,371,464,Ligue 1,2017-2018,57069542099991496
91,Udinese,27,38.0,16647,14800,1847,422,21,2249,471,459,175,41,42,13,10034,2353,4260,6066,8246,835,852,271,12619,46,352,242,413,Serie A,2017-2018,48393495896639342
92,Valencia,25,38.0,17463,16191,1272,363,21,3411,525,441,184,0,0,0,12433,1549,3481,5032,10665,767,482,195,13770,70,397,345,419,La Liga,2017-2018,65158650443085242
93,Villarreal,32,38.0,18331,17052,1279,336,14,3189,463,414,155,1,0,0,12892,1908,3531,5266,11024,1003,540,213,14504,93,366,347,415,La Liga,2017-2018,63335634096533483
94,Watford,29,38.0,17186,15223,1963,493,29,2868,525,500,183,87,64,8,9953,2626,4607,3389,11065,937,926,226,12739,68,358,474,473,Premier League,2017-2018,73743918793554398
95,Werder Bremen,25,34.0,16061,14308,1753,477,27,2885,577,413,180,53,56,17,8853,3034,4174,5272,8230,1012,785,275,12071,59,372,272,513,Bundesliga,2017-2018,59303898890876434
96,West Brom,24,38.0,14714,12846,1868,402,20,2454,462,472,176,120,36,11,7381,2519,4814,4973,7133,917,850,177,10478,75,380,366,413,Premier League,2017-2018,26775906631723373
97,West Ham,27,38.0,15935,13935,2000,494,20,2664,472,460,160,92,37,11,8832,2729,4374,4159,9213,794,898,216,11768,91,318,400,433,Premier League,2017-2018,57680956417459581
98,Wolfsburg,29,34.0,16363,14744,1619,508,19,2426,506,344,131,32,47,16,9932,2767,3664,5487,8695,886,634,282,12757,49,338,235,368,Bundesliga,2017-2018,85159484018358879
