Rk,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,League,Season,TeamID
35,Girona,25,38.0,701,18.45,434,99,37,36,79,16,78,2.05,42,9,7,7,11,2,La Liga,2017-2018,12545195302828957
36,Guingamp,23,38.0,704,18.53,496,71,28,38,60,11,77,2.03,46,6,3,10,11,1,Ligue 1,2017-2018,16872092436156260
37,Hamburger SV,29,34.0,568,16.71,377,69,41,28,41,12,44,1.29,25,3,4,8,3,1,Bundesliga,2017-2018,42905483414913667
38,Hannover 96,26,34.0,665,19.56,441,80,35,45,53,11,69,2.03,46,7,2,6,7,1,Bundesliga,2017-2018,10121335889457780
39,Hellas Verona,32,38.0,528,13.89,357,51,42,28,35,15,42,1.11,26,2,2,7,4,1,Serie A,2017-2018,45227680351245381
40,Hertha BSC,25,34.0,483,14.21,326,60,33,23,35,6,65,1.91,40,8,6,5,6,0,Bundesliga,2017-2018,59737400018465050
41,Hoffenheim,26,34.0,746,21.94,554,55,51,38,34,14,100,2.94,70,4,9,8,7,2,Bundesliga,2017-2018,29322720181807625
42,Huddersfield,25,38.0,514,13.53,381,38,25,21,30,19,43,1.13,30,3,4,3,3,0,Premier League,2017-2018,70397411865897550
43,Inter,22,38.0,929,24.45,711,86,45,39,36,12,101,2.66,64,11,4,10,11,1,Serie A,2017-2018,53198597771575973
44,Juventus,24,38.0,919,24.18,677,71,52,42,65,12,143,3.76,108,5,12,6,11,1,Serie A,2017-2018,19371054131726661
45,Köln,31,34.0,586,17.24,425,51,33,31,33,13,60,1.76,36,8,4,3,7,2,Bundesliga,2017-2018,39731782814123330
46,La Coruña,32,38.0,698,18.37,500,68,42,39,33,16,60,1.58,42,6,1,7,4,0,La Liga,2017-2018,31828180925314031
47,Las Palmas,36,38.0,668,17.58,477,53,39,25,60,14,39,1.03,24,1,5,4,3,2,La Liga,2017-2018,33189055458748528
48,Lazio,24,38.0,916,24.11,702,75,54,44,33,8,148,3.89,103,10,14,10,10,1,Serie A,2017-2018,90751438076496109
49,Leganés,28,38.0,629,16.55,403,74,41,36,54,21,55,1.45,34,6,5,7,3,0,La Liga,2017-2018,20237473683555152
50,Leicester City,27,38.0,600,15.79,423,62,40,29,32,14,87,2.29,62,6,5,3,7,4,Premier League,2017-2018,18776461863573874
51,Levante,33,38.0,670,17.63,470,51,57,31,45,16,76,2.0,50,4,8,3,10,1,La Liga,2017-2018,1566092639264277
52,Leverkusen,24,34.0,812,23.88,614,58,55,26,40,19,100,2.94,73,5,12,2,4,4,Bundesliga,2017-2018,36794408106212849
53,Lille,25,38.0,732,19.26,550,55,50,30,43,4,70,1.84,55,2,6,3,3,1,Ligue 1,2017-2018,85603837513355486
54,Liverpool,27,38.0,1019,26.82,767,63,72,51,43,23,127,3.34,89,4,16,8,6,4,Premier League,2017-2018,41956650829873911
55,Lyon,26,38.0,980,25.79,654,77,79,61,81,28,143,3.76,96,6,14,12,11,4,Ligue 1,2017-2018,87005642993871754
56,M'Gladbach,27,34.0,688,20.24,469,74,54,40,36,15,72,2.12,42,6,6,10,7,1,Bundesliga,2017-2018,81611584009946193
57,Mainz 05,27,34.0,613,18.03,457,53,29,20,37,17,61,1.79,43,6,4,2,6,0,Bundesliga,2017-2018,71158960989778912
58,Málaga,37,38.0,589,15.5,379,79,31,33,51,16,35,0.92,20,4,2,4,4,1,La Liga,2017-2018,79809637287620621
59,Manchester City,25,38.0,1103,29.03,868,72,49,41,55,18,188,4.95,151,9,10,7,10,1,Premier League,2017-2018,74026506610392765
60,Manchester Utd,27,38.0,803,21.13,614,47,49,39,41,13,108,2.84,79,4,8,11,5,1,Premier League,2017-2018,29078730489839024
61,Marseille,26,38.0,986,25.95,684,88,62,74,61,17,130,3.42,85,11,10,15,9,0,Ligue 1,2017-2018,66190039714113630
62,Metz,36,38.0,702,18.47,500,71,46,32,30,23,60,1.58,45,4,2,4,2,3,Ligue 1,2017-2018,14635757597311544
63,Milan,23,38.0,999,26.29,785,59,45,53,47,10,85,2.24,62,5,1,10,7,0,Serie A,2017-2018,59378513948613436
64,Monaco,32,38.0,796,20.95,527,77,56,50,65,21,138,3.63,83,9,12,19,11,4,Ligue 1,2017-2018,79093238158793616
65,Montpellier,23,38.0,791,20.82,559,86,40,37,51,18,63,1.66,51,2,3,5,1,1,Ligue 1,2017-2018,32434714471076965
66,Nantes,30,38.0,786,20.68,537,80,38,56,55,20,51,1.34,37,2,1,6,5,0,Ligue 1,2017-2018,25802633648495862
67,Napoli,23,38.0,1114,29.32,912,49,59,44,33,17,121,3.18,88,8,5,9,8,3,Serie A,2017-2018,10516137814401134
68,Newcastle Utd,27,38.0,667,17.55,477,62,39,39,26,24,57,1.5,38,6,3,9,1,0,Premier League,2017-2018,29528772732587842
69,Nice,31,38.0,824,21.69,565,74,67,47,61,10,88,2.32,53,6,11,6,10,2,Ligue 1,2017-2018,11720969662561653
70,Paris S-G,26,38.0,1053,27.71,795,50,66,50,60,32,173,4.55,132,4,15,11,10,1,Ligue 1,2017-2018,11177590892093073
71,RB Leipzig,23,34.0,784,23.06,571,62,59,32,47,13,99,2.91,75,4,5,7,6,2,Bundesliga,2017-2018,68159208261559796
72,Real Madrid,24,38.0,1211,31.87,944,72,70,52,56,17,159,4.18,116,7,10,14,11,1,La Liga,2017-2018,29627131003986350
73,Real Sociedad,27,38.0,810,21.32,590,75,42,39,54,10,101,2.66,72,7,6,5,9,2,La Liga,2017-2018,57299950304530590
74,Rennes,28,38.0,716,18.84,472,92,24,41,69,18,75,1.97,53,4,3,5,9,1,Ligue 1,2017-2018,96819424452761337
75,Roma,27,38.0,1056,27.79,772,94,60,52,55,23,99,2.61,70,4,7,4,6,8,Serie A,2017-2018,764736481564168
76,Saint-Étienne,30,38.0,713,18.76,496,71,43,47,46,10,74,1.95,46,4,5,9,9,1,Ligue 1,2017-2018,56226069621228236
77,Sampdoria,27,38.0,721,18.97,509,67,49,34,45,17,83,2.18,54,4,7,6,9,3,Serie A,2017-2018,89407679695143145
78,Sassuolo,28,38.0,766,20.16,550,71,43,43,44,15,44,1.16,29,2,4,4,5,0,Serie A,2017-2018,79200252522790650
79,Schalke 04,24,34.0,645,18.97,424,74,51,33,43,20,82,2.41,43,8,9,5,15,2,Bundesliga,2017-2018,24345039935475884
80,Sevilla,31,38.0,840,22.11,638,67,44,35,39,17,88,2.32,60,9,5,7,6,1,La Liga,2017-2018,22702270477938803
81,Southampton,26,38.0,685,18.03,511,61,43,28,27,15,65,1.71,44,3,5,5,7,1,Premier League,2017-2018,21037626007536306
82,SPAL,29,38.0,548,14.42,361,61,39,24,48,15,55,1.45,30,5,2,9,8,1,Serie A,2017-2018,73622612860183040
83,Stoke City,30,38.0,581,15.29,404,56,37,37,33,14,60,1.58,38,8,3,5,5,1,Premier League,2017-2018,55848606059653975
84,Strasbourg,25,38.0,692,18.21,460,89,28,42,57,16,73,1.92,44,5,5,7,11,1,Ligue 1,2017-2018,92234479374253707
85,Stuttgart,26,34.0,521,15.32,347,52,31,38,32,21,53,1.56,24,6,6,10,4,3,Bundesliga,2017-2018,81761661302668293
86,Swansea City,26,38.0,459,12.08,309,43,44,25,24,14,34,0.89,19,5,1,6,1,2,Premier League,2017-2018,11897392087106032
87,Torino,27,38.0,730,19.21,519,75,45,35,40,16,89,2.34,63,7,5,9,3,2,Serie A,2017-2018,21846272194836439
88,Tottenham,25,38.0,966,25.42,712,71,51,56,54,22,109,2.87,75,9,6,11,7,1,Premier League,2017-2018,22006624071753704
89,Toulouse,25,38.0,668,17.58,452,71,38,35,59,13,65,1.71,43,4,3,5,8,2,Ligue 1,2017-2018,94523000561782573
90,Troyes,25,38.0,577,15.18,431,43,34,29,26,14,51,1.34,35,2,5,5,4,0,Ligue 1,2017-2018,57069542099991496
91,Udinese,27,38.0,688,18.11,509,58,41,34,34,12,75,1.97,50,6,5,6,7,1,Serie A,2017-2018,48393495896639342
92,Valencia,25,38.0,777,20.45,558,66,52,30,60,11,107,2.82,73,8,5,5,12,4,La Liga,2017-2018,65158650443085242
93,Villarreal,32,38.0,789,20.76,566,62,55,36,46,24,95,2.5,68,3,11,7,6,0,La Liga,2017-2018,63335634096533483
94,Watford,29,38.0,653,17.18,455,62,43,35,39,19,62,1.63,34,6,6,8,5,3,Premier League,2017-2018,73743918793554398
95,Werder Bremen,25,34.0,680,20.0,479,73,38,42,37,11,48,1.41,26,7,3,8,1,3,Bundesliga,2017-2018,59303898890876434
96,West Brom,24,38.0,563,14.82,379,71,30,31,32,20,48,1.26,31,6,3,4,3,1,Premier League,2017-2018,26775906631723373
97,West Ham,27,38.0,565,14.87,394,57,48,15,41,10,74,1.95,47,5,8,7,5,2,Premier League,2017-2018,57680956417459581
98,Wolfsburg,29,34.0,552,16.24,409,42,19,23,47,12,61,1.79,44,5,2,2,6,2,Bundesliga,2017-2018,85159484018358879
