Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,League,Season,PlayerID
1,Julen Agirrezabala,ESP,GK,Athletic Club,20,2000,2,2,180,2.0,1,0.50,5,4,80.0,0,2,0,1,50.0,0,0,0,0,0,La Liga,2021-2022,65616581648
2,Alisson,BRA,GK,Liverpool,29,1992,9,9,810,9.0,8,0.89,30,21,73.3,5,4,0,5,55.6,0,0,0,0,0,Premier League,2021-2022,21372055497
3,Kepa Arrizabalaga,ESP,GK,Chelsea,27,1994,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,0,Premier League,2021-2022,16520495459
4,Sergio Asenjo,ESP,GK,Villarreal,32,1989,2,2,180,2.0,4,2.00,7,3,42.9,1,1,0,0,0.0,0,0,0,0,0,La Liga,2021-2022,13166421653
5,Emil Audero,ITA,GK,Sampdoria,24,1997,11,11,990,11.0,23,2.09,57,36,61.4,2,3,6,2,18.2,1,1,0,0,0.0,Serie A,2021-2022,20443867575
6,Daniel Bachmann,AUT,GK,Watford,27,1994,4,4,360,4.0,7,1.75,17,12,64.7,1,0,3,0,0.0,1,1,0,0,0.0,Premier League,2021-2022,96466041428
7,Stefan Bajic,FRA,GK,Saint-Étienne,19,2001,4,2,285,3.2,10,3.16,19,10,52.6,0,1,1,0,0.0,1,1,0,0,0.0,Ligue 1,2021-2022,32115654723
8,Oliver Baumann,GER,GK,Hoffenheim,31,1990,10,10,900,10.0,15,1.50,46,31,67.4,4,2,4,4,40.0,0,0,0,0,0,Bundesliga,2021-2022,65988465072
9,Asmir Begović,BIH,GK,Everton,34,1987,1,1,90,1.0,3,3.00,3,1,0.0,0,0,1,0,0.0,0,0,0,0,0,Premier League,2021-2022,90976188058
10,Vid Belec,SVN,GK,Salernitana,31,1990,11,11,990,11.0,23,2.09,56,35,60.7,2,1,8,1,9.1,1,1,0,0,0.0,Serie A,2021-2022,70420474374
11,Walter Benítez,ARG,GK,Nice,28,1993,12,12,1080,12.0,9,0.75,37,30,81.1,7,3,2,5,41.7,2,2,0,0,0.0,Ligue 1,2021-2022,40440070011
12,Paul Bernardoni,FRA,GK,Angers,24,1997,12,12,1080,12.0,15,1.25,37,25,67.6,4,5,3,4,33.3,3,3,0,0,0.0,Ligue 1,2021-2022,16756711405
13,Dimitry Bertaud,FRA,GK,Montpellier,23,1998,5,5,450,5.0,9,1.80,26,18,65.4,2,1,2,1,20.0,0,0,0,0,0,Ligue 1,2021-2022,23998734208
14,Marco Bizot,NED,GK,Brest,30,1991,12,12,1080,12.0,20,1.67,50,33,62.0,1,6,5,1,8.3,1,1,0,0,0.0,Ligue 1,2021-2022,61596311353
15,Yassine Bounou,MAR,GK,Sevilla,30,1991,9,9,810,9.0,4,0.44,22,18,81.8,5,3,1,5,55.6,1,0,1,0,100.0,La Liga,2021-2022,91096819191
16,Claudio Bravo,CHI,GK,Betis,38,1983,6,6,540,6.0,9,1.50,26,18,65.4,4,1,1,1,16.7,0,0,0,0,0,La Liga,2021-2022,85222609580
17,Fabian Bredlow,GER,GK,Stuttgart,26,1995,3,3,270,3.0,6,2.00,21,15,71.4,0,2,1,0,0.0,0,0,0,0,0,Bundesliga,2021-2022,53967650958
18,Sascha Burchert,GER,GK,Greuther Fürth,32,1989,6,6,540,6.0,16,2.67,35,21,57.1,0,1,5,0,0.0,1,1,0,0,0.0,Bundesliga,2021-2022,76137539989
19,Marc-Aurèle Caillard,FRA,GK,Metz,27,1994,1,0,3,0.0,1,30.00,1,0,0.0,0,0,0,0,0,0,0,0,0,0,Ligue 1,2021-2022,79273457049
20,Cárdenas,ESP,GK,Levante,24,1997,3,3,270,3.0,4,1.33,6,2,33.3,0,1,2,0,0.0,0,0,0,0,0,La Liga,2021-2022,48384365937
21,Kiko Casilla,ESP,GK,Elche,35,1986,12,12,1080,12.0,15,1.25,54,39,72.2,2,4,6,3,25.0,0,0,0,0,0,La Liga,2021-2022,16409352782
22,Koen Casteels,BEL,GK,Wolfsburg,29,1992,10,10,900,10.0,12,1.20,31,20,64.5,5,1,4,4,40.0,3,1,2,0,66.7,Bundesliga,2021-2022,39412672609
23,Leonardo César Jardim,BRA,GK,Lille,26,1995,2,2,180,2.0,7,3.50,11,4,45.5,0,1,1,0,0.0,2,1,1,0,50.0,Ligue 1,2021-2022,4306597298
24,Jasper Cillessen,NED,GK,Valencia,32,1989,6,6,540,6.0,10,1.67,22,14,63.6,1,3,2,2,33.3,2,2,0,0,0.0,La Liga,2021-2022,20098656361
25,Andrea Consigli,ITA,GK,Sassuolo,34,1987,11,11,990,11.0,15,1.36,36,24,66.7,4,2,5,2,18.2,3,3,0,0,0.0,Serie A,2021-2022,74368818468
26,Benoît Costil,FRA,GK,Bordeaux,34,1987,12,12,1080,12.0,24,2.00,63,42,66.7,2,6,4,0,0.0,3,3,0,0,0.0,Ligue 1,2021-2022,10654496657
27,Thibaut Courtois,BEL,GK,Real Madrid,29,1992,11,11,990,11.0,12,1.09,38,27,71.1,7,3,1,3,27.3,1,1,0,0,0.0,La Liga,2021-2022,43589690006
28,Alessio Cragno,ITA,GK,Cagliari,27,1994,10,10,900,10.0,20,2.00,45,26,60.0,1,3,6,0,0.0,2,2,0,0,0.0,Serie A,2021-2022,85139311050
29,Karl Darlow,ENG,GK,Newcastle Utd,31,1990,6,6,540,6.0,11,1.83,30,20,66.7,0,3,3,0,0.0,1,1,0,0,0.0,Premier League,2021-2022,984608828
30,Arthur Desmas,FRA,GK,Clermont Foot,27,1994,12,12,1080,12.0,23,1.92,49,29,57.1,3,4,5,3,25.0,2,2,0,0,0.0,Ligue 1,2021-2022,22740975355
31,Stole Dimitrievski,MKD,GK,Rayo Vallecano,27,1993,12,11,1062,11.8,12,1.02,38,30,78.9,6,2,3,4,36.4,6,4,2,0,33.3,La Liga,2021-2022,13225660398
32,Matías Dituro,ARG,GK,Celta Vigo,34,1987,12,12,1080,12.0,14,1.17,46,33,71.7,3,2,7,5,41.7,4,1,3,0,75.0,La Liga,2021-2022,19825804046
33,Marko Dmitrović,SRB,GK,Sevilla,29,1992,2,2,180,2.0,3,1.50,9,6,66.7,2,0,0,1,50.0,0,0,0,0,0,La Liga,2021-2022,30041028688
34,Gianluigi Donnarumma,ITA,GK,Paris S-G,22,1999,5,5,450,5.0,5,1.00,16,11,68.8,4,0,1,1,20.0,0,0,0,0,0,Ligue 1,2021-2022,41487876401
35,Bartłomiej Drągowski,POL,"GK,DF",Fiorentina,24,1997,5,5,376,4.2,6,1.44,15,10,66.7,2,0,3,1,20.0,2,1,1,0,50.0,Serie A,2021-2022,90572289281
36,Ederson,BRA,GK,Manchester City,28,1993,9,9,810,9.0,6,0.67,15,10,66.7,5,2,2,5,55.6,1,1,0,0,0.0,Premier League,2021-2022,93530681915
37,Aarón Escandell,ESP,GK,Granada,26,1995,4,3,284,3.2,6,1.90,14,10,71.4,0,2,1,1,33.3,2,2,0,0,0.0,La Liga,2021-2022,52792339080
38,Łukasz Fabiański,POL,GK,West Ham,36,1985,10,10,900,10.0,11,1.10,38,25,71.1,6,2,2,3,30.0,0,0,0,0,0,Premier League,2021-2022,12248630654
39,Aitor Fernández,ESP,GK,Levante,30,1991,9,9,806,9.0,19,2.12,55,37,67.3,0,5,4,1,11.1,1,1,0,0,0.0,La Liga,2021-2022,97130489591
40,Álvaro Fernández,ESP,GK,Brentford,23,1998,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,0,Premier League,2021-2022,45541574091
41,Mark Flekken,NED,GK,Freiburg,28,1993,10,10,900,10.0,7,0.70,36,31,83.3,6,4,0,4,40.0,1,1,0,0,0.0,Bundesliga,2021-2022,81832089143
42,Ben Foster,ENG,GK,Watford,38,1983,6,6,540,6.0,11,1.83,26,15,57.7,2,1,3,0,0.0,0,0,0,0,0,Premier League,2021-2022,59135624515
43,Marius Funk,GER,GK,Greuther Fürth,25,1996,4,4,360,4.0,11,2.75,18,10,50.0,0,0,4,0,0.0,2,2,0,0,0.0,Bundesliga,2021-2022,79793111082
44,Gauthier Gallon,FRA,GK,Troyes,28,1993,12,12,1080,12.0,17,1.42,51,36,70.6,3,4,5,2,16.7,2,2,0,0,0.0,Ligue 1,2021-2022,85134853996
45,David de Gea,ESP,GK,Manchester Utd,30,1990,10,10,900,10.0,15,1.50,42,27,64.3,5,2,3,2,20.0,1,0,1,0,100.0,Premier League,2021-2022,14004940086
46,Rafał Gikiewicz,POL,GK,Augsburg,34,1987,10,10,900,10.0,19,1.90,46,29,63.0,2,3,5,3,30.0,2,2,0,0,0.0,Bundesliga,2021-2022,51340388922
47,Alfred Gomis,SEN,GK,Rennes,28,1993,11,11,990,11.0,9,0.82,34,23,73.5,5,4,2,5,45.5,0,0,0,0,0,Ligue 1,2021-2022,25346866141
48,Ivo Grbić,CRO,GK,Lille,25,1996,10,10,900,10.0,11,1.10,41,31,75.6,4,2,4,1,10.0,1,1,0,0,0.0,Ligue 1,2021-2022,6132884196
49,Etienne Green,ENG,GK,Saint-Étienne,21,2000,10,10,792,8.8,16,1.82,41,26,61.0,0,5,5,0,0.0,0,0,0,0,0,Ligue 1,2021-2022,74812530775
50,Dominik Greif,SVK,GK,Mallorca,24,1997,1,1,90,1.0,3,3.00,6,3,50.0,0,0,1,0,0.0,0,0,0,0,0,La Liga,2021-2022,14816065927
51,Vicente Guaita,ESP,GK,Crystal Palace,34,1987,10,10,900,10.0,14,1.40,43,29,67.4,2,6,2,3,30.0,0,0,0,0,0,Premier League,2021-2022,97345443782
52,Péter Gulácsi,HUN,GK,RB Leipzig,31,1990,10,10,900,10.0,10,1.00,33,25,75.8,4,3,3,3,30.0,2,2,0,0,0.0,Bundesliga,2021-2022,78918371183
53,Samir Handanović,SVN,GK,Inter,37,1984,11,11,990,11.0,12,1.09,43,34,79.1,7,3,1,3,27.3,3,3,0,0,0.0,Serie A,2021-2022,22417086482
54,Sergio Herrera,ESP,GK,Osasuna,28,1993,11,11,990,11.0,13,1.18,41,29,70.7,5,4,2,5,45.5,1,1,0,0,0.0,La Liga,2021-2022,3392071009
55,Marwin Hitz,SUI,GK,Dortmund,34,1987,1,0,45,0.5,1,2.00,4,4,100.0,0,0,0,0,0,1,1,0,0,0.0,Bundesliga,2021-2022,21420059389
56,Timo Horn,GER,GK,Köln,28,1993,10,10,900,10.0,18,1.80,48,31,62.5,3,4,3,0,0.0,0,0,0,0,0,Bundesliga,2021-2022,82570041729
57,Lukáš Hrádecký,FIN,GK,Leverkusen,31,1989,10,10,900,10.0,16,1.60,57,42,73.7,5,2,3,3,30.0,2,1,1,0,50.0,Bundesliga,2021-2022,59083756848
58,Caoimhín Kelleher,IRL,GK,Liverpool,22,1998,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,0,Premier League,2021-2022,76524584283
59,Gregor Kobel,SUI,GK,Dortmund,23,1997,10,10,855,9.5,14,1.47,37,25,64.9,8,0,2,1,10.0,1,1,0,0,0.0,Bundesliga,2021-2022,86189222322
60,Tim Krul,NED,GK,Norwich City,33,1988,10,10,900,10.0,25,2.50,54,31,57.4,0,2,8,2,20.0,3,2,1,0,33.3,Premier League,2021-2022,22163619057
61,Alban Lafont,FRA,GK,Nantes,22,1999,12,12,1080,12.0,14,1.17,49,35,71.4,5,2,5,2,16.7,0,0,0,0,0,Ligue 1,2021-2022,68338232900
62,Jean-Louis Leca,FRA,GK,Lens,36,1985,12,12,1080,12.0,14,1.17,39,27,69.2,6,3,3,3,25.0,2,2,0,0,0.0,Ligue 1,2021-2022,88877117717
63,Jeremías Ledesma,ARG,GK,Cádiz,28,1993,12,12,1080,12.0,19,1.58,50,34,70.0,1,6,5,2,16.7,4,4,0,0,0.0,La Liga,2021-2022,52401016146
64,Bernd Leno,GER,GK,Arsenal,29,1992,3,3,270,3.0,9,3.00,18,8,50.0,0,0,3,0,0.0,0,0,0,0,0,Premier League,2021-2022,77200205388
65,Luca Lezzerini,ITA,GK,Venezia,26,1995,2,2,135,1.5,3,2.00,13,10,76.9,1,0,1,0,0.0,0,0,0,0,0,Serie A,2021-2022,56223027940
66,Hugo Lloris,FRA,GK,Tottenham,34,1986,10,10,900,10.0,16,1.60,42,28,64.3,5,0,5,3,30.0,1,1,0,0,0.0,Premier League,2021-2022,57748648307
67,Anthony Lopes,POR,GK,Lyon,31,1990,11,11,973,10.8,16,1.48,58,47,77.6,4,4,3,1,9.1,3,3,0,0,0.0,Ligue 1,2021-2022,49478392408
68,Diego López,ESP,GK,Espanyol,39,1981,12,12,1080,12.0,13,1.08,53,41,75.5,3,5,4,4,33.3,0,0,0,0,0,La Liga,2021-2022,93445177152
69,Pau López,ESP,GK,Marseille,26,1994,9,9,810,9.0,7,0.78,26,20,80.8,4,3,2,5,55.6,2,2,0,0,0.0,Ligue 1,2021-2022,5368001011
70,Andreas Luthe,GER,GK,Union Berlin,34,1987,10,10,900,10.0,15,1.50,39,26,64.1,4,4,2,3,30.0,1,1,0,0,0.0,Bundesliga,2021-2022,99460158969
71,Niki Mäenpää,FIN,GK,Venezia,36,1985,6,5,495,5.5,9,1.64,18,11,61.1,0,2,3,0,0.0,3,2,0,1,0.0,Serie A,2021-2022,39186329434
72,Mike Maignan,FRA,GK,Milan,26,1995,7,7,630,7.0,5,0.71,23,18,82.6,6,1,0,3,42.9,1,1,0,0,0.0,Serie A,2021-2022,59731047137
73,Giorgi Mamardashvili,GEO,GK,Valencia,21,2000,6,6,540,6.0,7,1.17,25,18,72.0,3,1,2,2,33.3,0,0,0,0,0,La Liga,2021-2022,36436203718
74,Steve Mandanda,FRA,GK,Marseille,36,1985,3,3,270,3.0,5,1.67,10,6,50.0,2,1,0,0,0.0,0,0,0,0,0,Ligue 1,2021-2022,88793810377
75,Emiliano Martínez,ARG,GK,Aston Villa,29,1992,9,9,810,9.0,16,1.78,42,27,61.9,3,1,5,3,33.3,2,0,1,1,100.0,Premier League,2021-2022,86953694082
76,Luís Maximiano,POR,GK,Granada,22,1999,8,8,706,7.8,8,1.02,43,35,81.4,2,3,3,2,25.0,1,0,1,0,100.0,La Liga,2021-2022,6966877216
77,Alex McCarthy,ENG,GK,Southampton,31,1989,10,10,900,10.0,12,1.20,37,24,67.6,2,5,3,4,40.0,0,0,0,0,0,Premier League,2021-2022,13659707420
78,Edouard Mendy,SEN,GK,Chelsea,29,1992,9,9,810,9.0,3,0.33,27,25,96.3,7,1,1,6,66.7,2,2,0,0,0.0,Premier League,2021-2022,40066999059
79,Alex Meret,ITA,GK,Napoli,24,1997,2,2,180,2.0,1,0.50,7,6,85.7,2,0,0,1,50.0,0,0,0,0,0,Serie A,2021-2022,71164801366
80,Illan Meslier,FRA,GK,Leeds United,21,2000,10,10,900,10.0,17,1.70,51,35,68.6,2,4,4,1,10.0,1,1,0,0,0.0,Premier League,2021-2022,37935344642
81,Vanja Milinković-Savić,SRB,GK,Torino,24,1997,11,11,990,11.0,11,1.00,27,18,66.7,4,2,5,3,27.3,3,2,1,0,33.3,Serie A,2021-2022,87001047979
82,Lorenzo Montipò,ITA,GK,Hellas Verona,25,1996,10,10,900,10.0,17,1.70,42,28,64.3,4,3,3,1,10.0,2,2,0,0,0.0,Serie A,2021-2022,47605890264
83,Florian Müller,GER,GK,Stuttgart,23,1997,7,7,630,7.0,13,1.86,37,25,67.6,2,2,3,1,14.3,1,1,0,0,0.0,Bundesliga,2021-2022,72488991060
84,Juan Musso,ARG,GK,Atalanta,27,1994,10,10,900,10.0,12,1.20,38,26,68.4,5,4,1,2,20.0,1,0,0,1,0,Serie A,2021-2022,86566667045
85,Paul Nardi,FRA,GK,Lorient,27,1994,12,12,1080,12.0,18,1.50,52,36,69.2,3,6,3,3,25.0,3,2,0,1,0.0,Ligue 1,2021-2022,48006110483
86,Keylor Navas,CRC,GK,Paris S-G,34,1986,7,7,630,7.0,6,0.86,23,17,73.9,6,1,0,3,42.9,0,0,0,0,0,Ligue 1,2021-2022,59987344731
87,Neto,BRA,GK,Barcelona,32,1989,2,2,180,2.0,3,1.50,9,6,66.7,1,1,0,0,0.0,0,0,0,0,0,La Liga,2021-2022,58153541025
88,Manuel Neuer,GER,GK,Bayern Munich,35,1986,10,10,900,10.0,10,1.00,35,25,71.4,8,1,1,3,30.0,0,0,0,0,0,Bundesliga,2021-2022,52917415539
89,Alexander Nübel,GER,GK,Monaco,25,1996,12,12,1080,12.0,16,1.33,36,24,63.9,5,2,5,1,8.3,4,3,0,1,0.0,Ligue 1,2021-2022,74365399921
90,Jan Oblak,SVN,GK,Atlético Madrid,28,1993,11,11,990,11.0,10,0.91,18,11,61.1,6,4,1,4,36.4,3,3,0,0,0.0,La Liga,2021-2022,35380843859
91,Jonas Omlin,SUI,GK,Montpellier,27,1994,7,7,630,7.0,10,1.43,28,18,64.3,2,3,2,2,28.6,0,0,0,0,0,Ligue 1,2021-2022,94481582758
92,Stefan Ortega,GER,GK,Arminia,28,1992,10,10,900,10.0,16,1.60,47,34,72.3,0,5,5,2,20.0,3,3,0,0,0.0,Bundesliga,2021-2022,8876498694
93,David Ospina,COL,GK,Napoli,33,1988,9,9,810,9.0,2,0.22,21,19,90.5,8,1,0,7,77.8,0,0,0,0,0,Serie A,2021-2022,54204797237
94,Alexandre Oukidja,ALG,GK,Metz,33,1988,12,12,1077,12.0,26,2.17,54,31,55.6,1,4,7,0,0.0,2,2,0,0,0.0,Ligue 1,2021-2022,3391590139
95,Fernando Pacheco,ESP,GK,Alavés,29,1992,9,9,803,8.9,11,1.23,27,17,63.0,3,0,6,3,33.3,2,1,1,0,50.0,La Liga,2021-2022,23129159765
96,Ivor Pandur,CRO,GK,Hellas Verona,21,2000,1,1,90,1.0,3,3.00,7,4,57.1,0,0,1,0,0.0,0,0,0,0,0,Serie A,2021-2022,15035797322
97,Rui Patrício,POR,GK,Roma,33,1988,11,11,990,11.0,12,1.09,42,31,73.8,6,1,4,4,36.4,1,1,0,0,0.0,Serie A,2021-2022,62219764926
98,Juan Pérez,ESP,GK,Osasuna,25,1996,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,0,La Liga,2021-2022,83942107896
99,Mattia Perin,ITA,GK,Juventus,28,1992,2,2,180,2.0,4,2.00,7,3,42.9,1,0,1,0,0.0,0,0,0,0,0,Serie A,2021-2022,91910501057
100,Jordan Pickford,ENG,GK,Everton,27,1994,9,9,810,9.0,13,1.44,39,26,66.7,4,2,3,2,22.2,0,0,0,0,0,Premier League,2021-2022,91019362762
101,Julian Pollersbeck,GER,GK,Lyon,27,1994,2,1,105,1.2,1,0.86,6,6,100.0,1,0,0,1,100.0,1,1,0,0,0.0,Ligue 1,2021-2022,82601758666
102,Nick Pope,ENG,GK,Burnley,29,1992,10,10,900,10.0,16,1.60,44,28,63.6,1,4,5,1,10.0,0,0,0,0,0,Premier League,2021-2022,83244754799
103,Ivan Provedel,ITA,GK,Spezia,27,1994,4,4,360,4.0,7,1.75,18,14,72.2,1,1,2,0,0.0,2,2,0,0,0.0,Serie A,2021-2022,83394209489
104,Boris Radunović,SRB,GK,Cagliari,25,1996,1,1,90,1.0,4,4.00,4,1,25.0,0,0,1,0,0.0,1,1,0,0,0.0,Serie A,2021-2022,17449492882
105,Predrag Rajković,SRB,GK,Reims,26,1995,12,12,1080,12.0,17,1.42,42,27,64.3,2,5,5,3,25.0,2,2,0,0,0.0,Ligue 1,2021-2022,73490303706
106,Aaron Ramsdale,ENG,GK,Arsenal,23,1998,7,7,630,7.0,4,0.57,28,21,85.7,5,2,0,4,57.1,0,0,0,0,0,Premier League,2021-2022,29612314638
107,David Raya,ESP,GK,Brentford,26,1995,9,9,810,9.0,9,1.00,29,20,69.0,3,3,3,3,33.3,0,0,0,0,0,Premier League,2021-2022,21036614219
108,Manolo Reina,ESP,GK,Mallorca,36,1985,11,11,990,11.0,14,1.27,36,22,63.9,3,5,3,4,36.4,2,1,1,0,50.0,La Liga,2021-2022,73014609531
109,Pepe Reina,ESP,GK,Lazio,39,1982,11,11,990,11.0,19,1.73,41,23,58.5,5,3,3,1,9.1,3,2,0,1,0.0,Serie A,2021-2022,37977519007
110,Álex Remiro,ESP,GK,Real Sociedad,26,1995,10,10,900,10.0,8,0.80,27,19,74.1,5,4,1,6,60.0,1,1,0,0,0.0,La Liga,2021-2022,40761986262
111,Manuel Riemann,GER,GK,Bochum,33,1988,10,10,900,10.0,18,1.80,56,39,67.9,3,1,6,4,40.0,2,0,2,0,100.0,Bundesliga,2021-2022,81766066840
112,Sergio Romero,ARG,GK,Venezia,34,1987,4,4,360,4.0,5,1.25,21,17,76.2,1,1,2,2,50.0,0,0,0,0,0,Serie A,2021-2022,78595806291
113,Gerónimo Rulli,ARG,GK,Villarreal,29,1992,9,9,810,9.0,8,0.89,20,14,70.0,1,5,3,5,55.6,3,2,1,0,33.3,La Liga,2021-2022,83490696770
114,Mathew Ryan,AUS,GK,Real Sociedad,29,1992,2,2,180,2.0,2,1.00,7,6,85.7,2,0,0,1,50.0,1,1,0,0,0.0,La Liga,2021-2022,13160246233
115,José Sá,POR,GK,Wolves,28,1993,10,10,900,10.0,10,1.00,38,31,81.6,5,1,4,2,20.0,3,3,0,0,0.0,Premier League,2021-2022,34382872086
116,Romain Salin,FRA,GK,Rennes,37,1984,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,0,Ligue 1,2021-2022,38842359784
117,Robert Sánchez,ESP,GK,Brighton,23,1997,10,10,900,10.0,11,1.10,34,25,73.5,4,4,2,4,40.0,2,2,0,0,0.0,Premier League,2021-2022,31873853950
118,Kasper Schmeichel,DEN,GK,Leicester City,34,1986,10,10,900,10.0,17,1.70,47,33,68.1,4,2,4,1,10.0,2,2,0,0,0.0,Premier League,2021-2022,73577312735
119,Alexander Schwolow,GER,GK,Hertha BSC,29,1992,10,10,900,10.0,23,2.30,44,23,54.5,4,0,6,1,10.0,3,3,0,0,0.0,Bundesliga,2021-2022,28821244590
120,Matz Sels,BEL,GK,Strasbourg,29,1992,12,12,1080,12.0,16,1.33,47,34,70.2,5,2,5,3,25.0,2,2,0,0,0.0,Ligue 1,2021-2022,72972226942
121,Rui Silva,POR,GK,Betis,27,1994,6,6,540,6.0,6,1.00,14,9,64.3,2,2,2,1,16.7,1,1,0,0,0.0,La Liga,2021-2022,11570161572
122,Marco Silvestri,ITA,GK,Udinese,30,1991,11,11,990,11.0,16,1.45,44,32,70.5,2,5,4,2,18.2,3,3,0,0,0.0,Serie A,2021-2022,66247594455
123,Unai Simón,ESP,GK,Athletic Club,24,1997,9,9,810,9.0,6,0.67,23,16,82.6,4,4,1,4,44.4,2,2,0,0,0.0,La Liga,2021-2022,31430471419
124,Salvatore Sirigu,ITA,GK,Genoa,34,1987,11,11,990,11.0,22,2.00,53,34,64.2,1,5,5,1,9.1,3,3,0,0,0.0,Serie A,2021-2022,65323842494
125,Antonio Sivera,ESP,GK,Alavés,25,1996,3,2,187,2.1,3,1.44,9,7,77.8,0,1,1,1,50.0,1,1,0,0,0.0,La Liga,2021-2022,13446174484
126,Łukasz Skorupski,POL,GK,Bologna,30,1991,11,11,990,11.0,22,2.00,47,31,63.8,4,3,4,4,36.4,5,5,0,0,0.0,Serie A,2021-2022,74586408629
127,Yann Sommer,SUI,GK,M'Gladbach,32,1988,10,10,900,10.0,13,1.30,40,28,67.5,4,2,4,1,10.0,0,0,0,0,0,Bundesliga,2021-2022,14547795743
128,David Soria,ESP,GK,Getafe,28,1993,12,12,1080,12.0,18,1.50,44,26,63.6,1,3,8,1,8.3,3,2,0,1,0.0,La Liga,2021-2022,69785449682
129,Marco Sportiello,ITA,GK,Atalanta,29,1992,1,1,90,1.0,2,2.00,0,0,0,0,0,1,0,0.0,2,2,0,0,0.0,Serie A,2021-2022,56337046988
130,Jed Steer,ENG,GK,Aston Villa,29,1992,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,0,Premier League,2021-2022,57975896055
131,Zack Steffen,USA,GK,Manchester City,26,1995,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,0,Premier League,2021-2022,17448653622
132,Wojciech Szczęsny,POL,GK,Juventus,31,1990,9,9,810,9.0,11,1.22,33,23,69.7,3,3,3,2,22.2,2,1,1,0,50.0,Serie A,2021-2022,52450354440
133,Ciprian Tătărușanu,ROU,GK,Milan,35,1986,4,4,360,4.0,5,1.25,16,13,75.0,4,0,0,1,25.0,1,1,0,0,0.0,Serie A,2021-2022,46313801808
134,Marc-André ter Stegen,GER,GK,Barcelona,29,1992,9,9,810,9.0,9,1.00,27,18,66.7,3,3,3,2,22.2,0,0,0,0,0,La Liga,2021-2022,52747643770
135,Pietro Terracciano,ITA,GK,Fiorentina,31,1990,7,6,612,6.8,7,1.03,17,11,64.7,4,0,2,2,33.3,1,1,0,0,0.0,Serie A,2021-2022,84547604148
136,Kevin Trapp,GER,GK,Eint Frankfurt,31,1990,10,10,900,10.0,15,1.50,53,38,71.7,1,6,3,1,10.0,0,0,0,0,0,Bundesliga,2021-2022,79767431915
137,Rúben Vezo,POR,DF,Levante,27,1994,1,1,4,9.1,0,0.00,0,0,0,0,1,0,0,0.0,0,0,0,0,0,La Liga,2021-2022,24070046420
138,Guglielmo Vicario,ITA,GK,Empoli,25,1996,11,11,990,11.0,21,1.91,55,37,63.6,5,0,6,2,18.2,3,1,0,2,0.0,Serie A,2021-2022,51020692653
139,Freddie Woodman,ENG,GK,Newcastle Utd,24,1997,4,4,360,4.0,12,3.00,19,9,47.4,0,1,3,0,0.0,3,2,1,0,33.3,Premier League,2021-2022,25922852217
140,Robin Zentner,GER,GK,Mainz 05,27,1994,10,10,900,10.0,10,1.00,30,21,70.0,5,1,4,4,40.0,1,1,0,0,0.0,Bundesliga,2021-2022,80041888817
141,Luca Zidane,FRA,"MF,GK",Rayo Vallecano,23,1998,1,1,15,0.2,0,0.00,0,0,0,0,0,1,0,0.0,0,0,0,0,0,La Liga,2021-2022,3127520826
142,Jeroen Zoet,NED,GK,Spezia,30,1991,7,7,630,7.0,19,2.71,40,22,55.0,1,1,5,0,0.0,2,1,1,0,50.0,Serie A,2021-2022,2858726754
1,Adrián,ESP,GK,Liverpool,33,1987,3,3,270,3.0,9,3.00,19,10,52.6,1,1,1,1,33.3,0,0,0,0,0,Premier League,2020-2021,99430754508
2,Rúnar Alex Rúnarsson,ISL,GK,Arsenal,25,1995,1,0,16,0.2,0,0.00,2,2,100.0,0,0,0,0,0,0,0,0,0,0,Premier League,2020-2021,13156262896
3,Alisson,BRA,GK,Liverpool,27,1992,33,33,2970,33.0,32,0.97,111,82,74.8,18,8,7,10,30.3,8,4,1,3,20.0,Premier League,2020-2021,21372055497
4,Saturnin Allagbé,BEN,GK,Dijon,26,1993,12,12,1080,12.0,30,2.50,64,35,54.7,2,2,8,3,25.0,3,1,1,1,50.0,Ligue 1,2020-2021,31657688279
5,Nícolas Andrade,BRA,GK,Udinese,32,1988,2,2,180,2.0,5,2.50,7,2,28.6,1,0,1,0,0.0,0,0,0,0,0,Serie A,2020-2021,97716830937
6,Ángel,ESP,GK,Granada,18,2002,1,1,90,1.0,2,2.00,7,6,85.7,0,0,1,0,0.0,2,1,1,0,50.0,La Liga,2020-2021,62958076085
7,Alphonse Areola,FRA,GK,Fulham,27,1993,36,36,3240,36.0,48,1.33,156,114,73.1,5,13,18,9,25.0,6,6,0,0,0.0,Premier League,2020-2021,89316293056
8,Kepa Arrizabalaga,ESP,GK,Chelsea,25,1994,7,6,585,6.5,8,1.23,22,15,68.2,2,2,2,2,33.3,1,1,0,0,0.0,Premier League,2020-2021,16520495459
