Rk,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,League,Season,TeamID
58,Málaga,2,38,38,3420,38.0,61,1.61,162,107,66.0,5,5,28,6,15.8,7,6,1,0,14.3,La Liga,2017-2018,79809637287620621
59,Manchester City,2,38,38,3420,38.0,27,0.71,82,56,67.1,32,4,2,18,47.4,3,0,2,1,100.0,Premier League,2017-2018,74026506610392765
60,Manchester Utd,2,38,38,3420,38.0,28,0.74,143,117,81.1,25,6,7,19,50.0,1,1,0,0,0.0,Premier League,2017-2018,29078730489839024
61,Marseille,2,38,38,3418,38.0,47,1.24,144,103,70.1,22,11,5,14,36.8,6,4,1,1,20.0,Ligue 1,2017-2018,66190039714113630
62,Metz,3,38,38,3419,38.0,76,2.0,213,142,65.7,6,8,24,4,10.5,5,3,2,0,40.0,Ligue 1,2017-2018,14635757597311544
63,Milan,1,38,38,3420,38.0,42,1.11,131,92,69.5,18,10,10,12,31.6,3,2,0,1,0.0,Serie A,2017-2018,59378513948613436
64,Monaco,3,38,38,3420,38.0,45,1.18,152,113,73.7,24,8,6,14,36.8,5,5,0,0,0.0,Ligue 1,2017-2018,79093238158793616
65,Montpellier,1,38,38,3420,38.0,33,0.87,121,93,76.9,11,18,9,14,36.8,6,5,0,1,0.0,Ligue 1,2017-2018,32434714471076965
66,Nantes,2,38,38,3420,38.0,41,1.08,137,99,72.3,14,10,14,12,31.6,4,3,0,1,0.0,Ligue 1,2017-2018,25802633648495862
67,Napoli,2,38,38,3420,38.0,29,0.76,99,71,72.7,28,7,3,19,50.0,2,2,0,0,0.0,Serie A,2017-2018,10516137814401134
68,Newcastle Utd,3,38,38,3420,38.0,47,1.24,145,104,70.3,12,8,18,9,23.7,6,4,2,0,33.3,Premier League,2017-2018,29528772732587842
69,Nice,2,38,38,3420,38.0,52,1.37,157,111,68.8,15,9,14,10,26.3,5,3,2,0,40.0,Ligue 1,2017-2018,11720969662561653
70,Paris S-G,2,38,38,3420,38.0,29,0.76,122,96,78.7,29,6,3,18,47.4,4,3,1,0,25.0,Ligue 1,2017-2018,11177590892093073
71,RB Leipzig,2,34,34,3060,34.0,53,1.56,147,98,67.3,15,8,11,6,17.6,5,5,0,0,0.0,Bundesliga,2017-2018,68159208261559796
72,Real Madrid,3,38,38,3420,38.0,44,1.16,148,108,71.6,22,10,6,10,26.3,4,2,2,0,50.0,La Liga,2017-2018,29627131003986350
73,Real Sociedad,3,38,38,3420,38.0,59,1.55,141,89,62.4,14,7,17,10,26.3,8,6,2,0,25.0,La Liga,2017-2018,57299950304530590
74,Rennes,3,38,38,3420,38.0,44,1.16,151,114,74.2,16,10,12,10,26.3,6,5,1,0,16.7,Ligue 1,2017-2018,96819424452761337
75,Roma,2,38,38,3420,38.0,28,0.74,138,110,81.9,23,8,7,18,47.4,5,3,2,0,40.0,Serie A,2017-2018,764736481564168
76,Saint-Étienne,2,38,38,3418,38.0,50,1.32,177,134,75.1,15,10,13,13,34.2,7,6,1,0,14.3,Ligue 1,2017-2018,56226069621228236
77,Sampdoria,3,38,38,3420,38.0,60,1.58,193,140,72.0,16,6,16,9,23.7,10,6,4,0,40.0,Serie A,2017-2018,89407679695143145
78,Sassuolo,2,38,38,3420,38.0,59,1.55,177,122,67.8,11,10,17,10,26.3,3,2,1,0,33.3,Serie A,2017-2018,79200252522790650
79,Schalke 04,2,34,34,3060,34.0,37,1.09,123,89,72.4,18,9,7,13,38.2,6,3,2,1,40.0,Bundesliga,2017-2018,24345039935475884
80,Sevilla,2,38,38,3420,38.0,58,1.53,147,95,63.9,17,7,14,14,36.8,8,5,1,2,16.7,La Liga,2017-2018,22702270477938803
81,Southampton,2,38,38,3420,38.0,56,1.47,165,108,66.7,7,15,16,8,21.1,2,1,1,0,50.0,Premier League,2017-2018,21037626007536306
82,SPAL,3,38,38,3420,38.0,59,1.55,192,144,74.0,8,14,16,7,18.4,13,9,3,1,25.0,Serie A,2017-2018,73622612860183040
83,Stoke City,2,38,38,3420,38.0,68,1.79,212,151,70.3,7,12,19,6,15.8,5,5,0,0,0.0,Premier League,2017-2018,55848606059653975
84,Strasbourg,3,38,38,3420,38.0,67,1.76,177,116,65.5,9,11,18,4,10.5,7,6,1,0,14.3,Ligue 1,2017-2018,92234479374253707
85,Stuttgart,1,34,34,3060,34.0,36,1.06,146,113,78.1,15,6,13,12,35.3,6,4,2,0,33.3,Bundesliga,2017-2018,81761661302668293
86,Swansea City,1,38,38,3420,38.0,56,1.47,182,129,70.9,8,9,21,9,23.7,7,3,3,1,50.0,Premier League,2017-2018,11897392087106032
87,Torino,2,38,38,3420,38.0,46,1.21,164,123,75.0,13,15,10,10,26.3,8,5,3,0,37.5,Serie A,2017-2018,21846272194836439
88,Tottenham,3,38,38,3420,38.0,36,0.95,123,89,72.4,23,8,7,16,42.1,3,2,1,0,33.3,Premier League,2017-2018,22006624071753704
89,Toulouse,1,38,38,3420,38.0,54,1.42,161,113,70.2,9,10,19,12,31.6,6,6,0,0,0.0,Ligue 1,2017-2018,94523000561782573
90,Troyes,2,38,38,3420,38.0,59,1.55,203,149,72.9,9,6,23,8,21.1,5,4,1,0,20.0,Ligue 1,2017-2018,57069542099991496
91,Udinese,2,38,38,3420,38.0,63,1.66,163,107,62.6,12,4,22,9,23.7,6,2,3,1,60.0,Serie A,2017-2018,48393495896639342
92,Valencia,2,38,38,3420,38.0,38,1.0,172,137,79.7,22,7,9,12,31.6,5,3,2,0,40.0,La Liga,2017-2018,65158650443085242
93,Villarreal,3,38,38,3420,38.0,50,1.32,151,106,70.2,18,7,13,11,28.9,7,5,2,0,28.6,La Liga,2017-2018,63335634096533483
94,Watford,2,38,38,3420,38.0,64,1.68,151,93,61.6,11,8,19,9,23.7,6,6,0,0,0.0,Premier League,2017-2018,73743918793554398
95,Werder Bremen,1,34,34,3060,34.0,40,1.18,157,119,75.8,10,12,12,8,23.5,4,2,1,1,33.3,Bundesliga,2017-2018,59303898890876434
96,West Brom,2,38,38,3420,38.0,56,1.47,155,100,64.5,6,13,19,10,26.3,1,1,0,0,0.0,Premier League,2017-2018,26775906631723373
97,West Ham,2,38,38,3420,38.0,68,1.79,180,113,65.0,10,12,16,10,26.3,6,5,1,0,16.7,Premier League,2017-2018,57680956417459581
98,Wolfsburg,1,34,34,3060,34.0,48,1.41,143,102,70.6,6,15,13,8,23.5,10,6,3,1,33.3,Bundesliga,2017-2018,85159484018358879
