Rk,Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,League,Season,TeamID
47,Las Palmas,36,27.0,38,3420,90,100,38.0,418,84.0,309.0,106,24,160,0.58,24,74,-50,-1.32,38.0,65.2,-27.3,-0.72,La Liga,2017-2018,33189055458748528
48,Lazio,24,26.5,38,3420,90,100,38.0,418,0.0,0.0,114,0,313,1.89,89,49,40,1.05,63.5,44.4,19.0,0.5,Serie A,2017-2018,90751438076496109
49,Leganés,28,27.8,38,3420,90,100,38.0,418,84.0,304.0,109,23,157,1.13,34,51,-17,-0.45,40.0,46.7,-6.7,-0.18,La Liga,2017-2018,20237473683555152
50,Leicester City,27,27.2,38,3420,90,100,38.0,418,0.0,0.0,107,0,159,1.24,56,60,-4,-0.11,48.1,49.9,-1.8,-0.05,Premier League,2017-2018,18776461863573874
51,Levante,33,25.7,38,3420,90,100,38.0,418,83.0,303.0,112,25,151,1.21,44,58,-14,-0.37,42.4,60.6,-18.1,-0.48,La Liga,2017-2018,1566092639264277
52,Leverkusen,24,24.0,34,3060,90,100,34.0,374,0.0,0.0,102,0,135,1.62,58,44,14,0.41,59.2,37.0,22.2,0.65,Bundesliga,2017-2018,36794408106212849
53,Lille,25,22.6,38,3420,90,100,38.0,418,0.0,0.0,109,0,157,1.0,41,67,-26,-0.68,37.7,56.7,-19.0,-0.5,Ligue 1,2017-2018,85603837513355486
54,Liverpool,27,25.6,38,3420,90,100,38.0,418,0.0,0.0,111,0,155,1.97,84,38,46,1.21,72.7,34.0,38.8,1.02,Premier League,2017-2018,41956650829873911
55,Lyon,26,24.4,38,3420,90,100,38.0,418,0.0,0.0,108,0,158,2.05,87,43,44,1.16,67.0,39.7,27.3,0.72,Ligue 1,2017-2018,87005642993871754
56,M'Gladbach,27,25.7,34,3060,90,100,34.0,374,0.0,0.0,97,0,140,1.38,47,52,-5,-0.15,51.4,51.5,-0.1,0.0,Bundesliga,2017-2018,81611584009946193
57,Mainz 05,27,25.3,34,3060,90,100,34.0,374,0.0,0.0,101,0,137,1.06,38,52,-14,-0.41,35.3,51.5,-16.1,-0.47,Bundesliga,2017-2018,71158960989778912
58,Málaga,37,27.2,38,3420,90,100,38.0,418,83.0,299.0,113,23,152,0.53,24,61,-37,-0.97,33.4,52.7,-19.3,-0.51,La Liga,2017-2018,79809637287620621
59,Manchester City,25,26.4,38,3420,90,100,38.0,418,0.0,0.0,106,0,158,2.63,106,27,79,2.08,86.4,22.8,63.5,1.67,Premier League,2017-2018,74026506610392765
60,Manchester Utd,27,26.7,38,3420,90,100,38.0,418,0.0,0.0,111,0,155,2.13,68,28,40,1.05,60.7,41.7,19.0,0.5,Premier League,2017-2018,29078730489839024
61,Marseille,26,27.2,38,3420,90,100,38.0,418,0.0,0.0,113,0,153,2.03,80,47,33,0.87,72.1,42.8,29.3,0.77,Ligue 1,2017-2018,66190039714113630
62,Metz,36,27.4,38,3420,90,100,38.0,418,0.0,0.0,102,0,157,0.68,34,76,-42,-1.11,37.9,67.1,-29.1,-0.77,Ligue 1,2017-2018,14635757597311544
63,Milan,23,25.0,38,3420,90,100,38.0,418,0.0,0.0,107,0,334,1.68,56,42,14,0.37,54.2,39.4,14.8,0.39,Serie A,2017-2018,59378513948613436
64,Monaco,32,25.8,38,3420,90,100,38.0,418,0.0,0.0,111,0,155,2.11,85,45,40,1.05,61.5,47.0,14.5,0.38,Ligue 1,2017-2018,79093238158793616
65,Montpellier,23,26.4,38,3420,90,100,38.0,418,0.0,0.0,110,0,155,1.34,36,33,3,0.08,42.4,41.7,0.7,0.02,Ligue 1,2017-2018,32434714471076965
66,Nantes,30,25.6,38,3420,90,100,38.0,418,0.0,0.0,111,0,155,1.37,36,41,-5,-0.13,43.3,41.3,2.0,0.05,Ligue 1,2017-2018,25802633648495862
67,Napoli,23,28.0,38,3420,90,100,38.0,418,0.0,0.0,113,0,308,2.39,77,29,48,1.26,66.6,25.4,41.2,1.08,Serie A,2017-2018,10516137814401134
68,Newcastle Utd,27,25.6,38,3420,90,100,38.0,418,0.0,0.0,112,0,154,1.16,39,47,-8,-0.21,45.3,53.4,-8.1,-0.21,Premier League,2017-2018,29528772732587842
69,Nice,31,25.0,38,3420,90,100,38.0,418,0.0,0.0,95,0,171,1.42,53,52,1,0.03,51.7,48.2,3.5,0.09,Ligue 1,2017-2018,11720969662561653
70,Paris S-G,26,26.1,38,3420,90,100,38.0,418,0.0,0.0,103,0,161,2.45,108,29,79,2.08,89.2,32.2,57.0,1.5,Ligue 1,2017-2018,11177590892093073
71,RB Leipzig,23,23.4,34,3060,90,100,34.0,374,0.0,0.0,98,0,139,1.56,57,53,4,0.12,54.2,45.7,8.5,0.25,Bundesliga,2017-2018,68159208261559796
72,Real Madrid,24,27.1,38,3420,90,100,38.0,418,85.0,308.0,105,20,161,2.0,94,44,50,1.32,83.3,45.3,38.0,1.0,La Liga,2017-2018,29627131003986350
73,Real Sociedad,27,25.9,38,3420,90,100,38.0,418,85.0,306.0,108,20,158,1.29,66,59,7,0.18,55.0,47.2,7.8,0.21,La Liga,2017-2018,57299950304530590
74,Rennes,28,24.2,38,3420,90,100,38.0,418,0.0,0.0,101,0,164,1.53,50,44,6,0.16,49.4,53.5,-4.1,-0.11,Ligue 1,2017-2018,96819424452761337
75,Roma,27,27.4,38,3420,90,100,38.0,418,0.0,0.0,114,0,305,2.03,61,28,33,0.87,69.3,39.9,29.4,0.77,Serie A,2017-2018,764736481564168
76,Saint-Étienne,30,26.6,38,3420,90,100,38.0,418,0.0,0.0,107,0,158,1.45,47,50,-3,-0.08,52.0,51.7,0.4,0.01,Ligue 1,2017-2018,56226069621228236
77,Sampdoria,27,27.0,38,3420,90,100,38.0,418,0.0,0.0,110,0,311,1.42,56,60,-4,-0.11,51.3,63.2,-12.0,-0.31,Serie A,2017-2018,89407679695143145
78,Sassuolo,28,27.2,38,3420,90,100,38.0,418,0.0,0.0,113,0,322,1.13,29,59,-30,-0.79,49.4,49.3,0.1,0.0,Serie A,2017-2018,79200252522790650
79,Schalke 04,24,26.1,34,3060,90,100,34.0,374,0.0,0.0,102,0,136,1.85,53,37,16,0.47,47.8,42.3,5.5,0.16,Bundesliga,2017-2018,24345039935475884
80,Sevilla,31,27.1,38,3420,90,100,38.0,418,84.0,303.0,114,22,152,1.53,49,58,-9,-0.24,56.5,55.3,1.3,0.03,La Liga,2017-2018,22702270477938803
81,Southampton,26,26.2,38,3420,90,100,38.0,418,0.0,0.0,113,0,153,0.95,37,56,-19,-0.5,42.2,48.8,-6.6,-0.17,Premier League,2017-2018,21037626007536306
82,SPAL,29,26.7,38,3420,90,100,38.0,418,0.0,0.0,110,0,332,1.0,39,59,-20,-0.53,37.9,60.1,-22.2,-0.59,Serie A,2017-2018,73622612860183040
83,Stoke City,30,27.5,38,3420,90,100,38.0,418,0.0,0.0,92,0,174,0.87,35,68,-33,-0.87,37.5,63.7,-26.2,-0.69,Premier League,2017-2018,55848606059653975
84,Strasbourg,25,27.2,38,3420,90,100,38.0,418,0.0,0.0,110,0,156,1.0,44,67,-23,-0.61,45.4,55.8,-10.4,-0.27,Ligue 1,2017-2018,92234479374253707
85,Stuttgart,26,25.6,34,3060,90,100,34.0,374,0.0,0.0,100,0,137,1.5,36,36,0,0.0,39.6,45.7,-6.1,-0.18,Bundesliga,2017-2018,81761661302668293
86,Swansea City,26,27.2,38,3420,90,100,38.0,418,0.0,0.0,109,0,157,0.87,28,56,-28,-0.74,30.5,59.5,-29.0,-0.76,Premier League,2017-2018,11897392087106032
87,Torino,27,28.1,38,3420,90,100,38.0,418,0.0,0.0,106,0,315,1.42,54,46,8,0.21,47.1,52.4,-5.3,-0.14,Serie A,2017-2018,21846272194836439
88,Tottenham,25,25.8,38,3420,90,100,38.0,418,0.0,0.0,108,0,157,2.03,74,36,38,1.0,67.3,35.0,32.3,0.85,Premier League,2017-2018,22006624071753704
89,Toulouse,25,23.9,38,3420,90,100,38.0,418,0.0,0.0,110,0,156,0.97,38,54,-16,-0.42,46.0,53.3,-7.3,-0.19,Ligue 1,2017-2018,94523000561782573
90,Troyes,25,26.7,38,3420,90,100,38.0,418,0.0,0.0,114,0,152,0.87,32,59,-27,-0.71,36.9,54.2,-17.3,-0.45,Ligue 1,2017-2018,57069542099991496
91,Udinese,27,26.5,38,3420,90,100,38.0,418,0.0,0.0,113,0,319,1.05,48,63,-15,-0.39,43.6,50.8,-7.2,-0.19,Serie A,2017-2018,48393495896639342
92,Valencia,25,24.8,38,3420,90,100,38.0,418,85.0,306.0,107,18,159,1.92,65,38,27,0.71,56.0,44.8,11.2,0.29,La Liga,2017-2018,65158650443085242
93,Villarreal,32,26.6,38,3420,90,100,38.0,418,84.0,299.0,112,22,153,1.61,57,50,7,0.18,52.2,55.4,-3.2,-0.09,La Liga,2017-2018,63335634096533483
94,Watford,29,27.9,38,3420,90,100,38.0,418,0.0,0.0,111,0,155,1.08,44,64,-20,-0.53,47.4,57.9,-10.6,-0.28,Premier League,2017-2018,73743918793554398
95,Werder Bremen,25,26.3,34,3060,90,100,34.0,374,0.0,0.0,97,0,140,1.24,37,40,-3,-0.09,39.9,48.5,-8.7,-0.26,Bundesliga,2017-2018,59303898890876434
96,West Brom,24,29.1,38,3420,90,100,38.0,418,0.0,0.0,108,0,157,0.82,31,56,-25,-0.66,34.4,48.5,-14.1,-0.37,Premier League,2017-2018,26775906631723373
97,West Ham,27,28.0,38,3420,90,100,38.0,418,0.0,0.0,97,0,167,1.11,48,68,-20,-0.53,39.9,59.2,-19.3,-0.51,Premier League,2017-2018,57680956417459581
98,Wolfsburg,29,25.1,34,3060,90,100,34.0,374,0.0,0.0,91,0,147,0.97,36,48,-12,-0.35,39.2,49.5,-10.3,-0.3,Bundesliga,2017-2018,85159484018358879
