Rk,Squad,# Pl,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,League,Season,TeamID
53,Lyon,29,38.0,17819,21299,83.7,341108,114598,7383,8248,89.5,7564,8601,87.9,2531,3681,68.8,46,55.0,-9.0,443,1391,423,76,1739,Ligue 1,2020-2021,87005642993871754
54,M'Gladbach,23,34.0,15337,18808,81.5,292692,97134,6331,7156,88.5,6632,7619,87.0,2094,3321,63.1,44,34.6,9.4,323,960,269,60,1259,Bundesliga,2020-2021,81611584009946193
55,Mainz 05,31,34.0,9679,13642,71.0,196417,77998,3595,4448,80.8,4252,5374,79.1,1628,3160,51.5,23,34.7,-11.7,272,713,223,63,981,Bundesliga,2020-2021,71158960989778912
56,Manchester City,24,38.0,23578,26689,88.3,442810,115350,9849,10630,92.7,10407,11258,92.4,2957,3997,74.0,55,51.0,4.0,439,1833,447,46,1633,Premier League,2020-2021,74026506610392765
57,Manchester Utd,29,38.0,18495,21960,84.2,343759,103853,8082,8927,90.5,7765,8682,89.4,2316,3500,66.2,51,40.5,10.5,402,1364,397,65,1502,Premier League,2020-2021,29078730489839024
58,Marseille,31,38.0,16646,20480,81.3,317553,103496,7071,7962,88.8,6968,7949,87.7,2266,3781,59.9,45,34.5,10.5,286,1153,235,55,1231,Ligue 1,2020-2021,66190039714113630
59,Metz,27,38.0,13269,16773,79.1,269761,90255,5103,5815,87.8,5788,6716,86.2,2173,3713,58.5,28,25.6,2.4,308,880,203,66,963,Ligue 1,2020-2021,14635757597311544
60,Milan,29,38.0,16046,19490,82.3,307704,99628,6451,7273,88.7,7021,7971,88.1,2222,3480,63.9,47,43.4,3.6,392,1165,360,83,1343,Serie A,2020-2021,59378513948613436
61,Monaco,30,38.0,17905,21885,81.8,358198,108456,6464,7359,87.8,8383,9500,88.2,2706,4241,63.8,52,44.7,7.3,369,1321,376,81,1521,Ligue 1,2020-2021,79093238158793616
62,Montpellier,25,38.0,12879,16555,77.8,277225,103048,4619,5382,85.8,5372,6350,84.6,2666,4188,63.7,42,30.7,11.3,324,974,269,111,1151,Ligue 1,2020-2021,32434714471076965
63,Nantes,25,38.0,12440,16380,75.9,241957,86586,5109,5919,86.3,5282,6392,82.6,1784,3397,52.5,28,26.7,1.3,276,1048,188,56,1101,Ligue 1,2020-2021,25802633648495862
64,Napoli,25,38.0,18947,22092,85.8,360233,108215,7993,8758,91.3,7872,8737,90.1,2734,3825,71.5,56,45.5,10.5,480,1335,378,78,1431,Serie A,2020-2021,10516137814401134
65,Newcastle Utd,27,38.0,10617,14220,74.7,216780,78025,4270,4949,86.3,4306,5161,83.4,1836,3503,52.4,26,26.1,-0.1,272,693,216,74,759,Premier League,2020-2021,29528772732587842
66,Nice,31,38.0,18220,21525,84.6,343395,101213,7444,8261,90.1,8193,9051,90.5,2258,3495,64.6,26,26.3,-0.3,270,1166,248,71,1275,Ligue 1,2020-2021,11720969662561653
67,Nîmes,33,38.0,12874,16683,77.2,268417,89948,4714,5464,86.3,5563,6510,85.5,2323,4030,57.6,26,27.3,-1.3,270,843,220,61,1029,Ligue 1,2020-2021,83514802313158576
68,Osasuna,28,38.0,10415,14861,70.1,229745,97901,3934,4899,80.3,4139,5375,77.0,2146,3958,54.2,25,23.4,1.6,257,953,257,96,1029,La Liga,2020-2021,83352675823776457
69,Paris S-G,33,38.0,23091,26067,88.6,401344,121576,11157,11962,93.3,9227,10116,91.2,2279,3183,71.6,52,54.6,-2.6,407,1751,448,93,1685,Ligue 1,2020-2021,11177590892093073
70,Parma,42,38.0,14930,18327,81.5,318853,105526,5157,5857,88.0,6716,7641,87.9,2851,4234,67.3,26,28.6,-2.6,289,1017,249,83,1193,Serie A,2020-2021,62695319081093388
71,RB Leipzig,25,34.0,17673,21371,82.7,328704,106196,7379,8336,88.5,7779,8853,87.9,2171,3386,64.1,44,44.7,-0.7,408,1410,410,79,1588,Bundesliga,2020-2021,68159208261559796
72,Real Madrid,30,38.0,20825,24054,86.6,399432,116529,9030,9780,92.3,8317,9124,91.2,3132,4316,72.6,53,46.2,6.8,437,1573,440,95,1521,La Liga,2020-2021,29627131003986350
73,Real Sociedad,30,38.0,14976,18740,79.9,292109,93375,5949,6823,87.2,6608,7639,86.5,2152,3537,60.8,39,39.2,-0.2,299,1072,357,60,1271,La Liga,2020-2021,57299950304530590
74,Reims,29,38.0,13704,17171,79.8,285192,90059,4818,5534,87.1,6293,7189,87.5,2390,3931,60.8,23,20.9,2.1,270,865,205,57,1048,Ligue 1,2020-2021,67732085073987538
75,Rennes,32,38.0,20158,23827,84.6,387811,119220,8259,9195,89.8,8740,9714,90.0,2845,4166,68.3,39,37.5,1.5,376,1496,322,87,1567,Ligue 1,2020-2021,96819424452761337
76,Roma,31,38.0,17066,20471,83.4,340976,102007,6286,7128,88.2,8044,8912,90.3,2533,3819,66.3,51,49.2,1.8,394,1253,340,69,1385,Serie A,2020-2021,764736481564168
77,Saint-Étienne,40,38.0,13803,17582,78.5,271870,93542,5690,6516,87.3,5620,6589,85.3,2198,3766,58.4,28,30.8,-2.8,331,868,250,87,1015,Ligue 1,2020-2021,56226069621228236
78,Sampdoria,27,38.0,13561,17627,76.9,268170,92801,5328,6181,86.2,5743,6828,84.1,2169,3809,56.9,37,30.0,7.0,298,948,267,69,1196,Serie A,2020-2021,89407679695143145
79,Sassuolo,28,38.0,20547,23671,86.8,366715,108616,9298,10082,92.2,8624,9488,90.9,2204,3264,67.5,36,35.5,0.5,378,1437,387,57,1428,Serie A,2020-2021,79200252522790650
80,Schalke 04,42,34.0,11269,14667,76.8,228703,78197,4114,4876,84.4,5087,5947,85.5,1862,3223,57.8,20,18.3,1.7,217,655,185,30,890,Bundesliga,2020-2021,24345039935475884
81,Sevilla,26,38.0,19429,22824,85.1,390199,112525,7475,8177,91.4,8653,9562,90.5,3020,4429,68.2,36,34.8,1.2,372,1320,358,121,1299,La Liga,2020-2021,22702270477938803
82,Sheffield Utd,27,38.0,12057,15847,76.1,236409,83837,5271,6017,87.6,4718,5655,83.4,1830,3545,51.6,13,22.6,-9.6,245,959,268,64,988,Premier League,2020-2021,93216768512646707
83,Southampton,29,38.0,14758,18761,78.7,268855,88714,6542,7441,87.9,6331,7330,86.4,1593,3207,49.7,33,27.4,5.6,288,889,274,41,1087,Premier League,2020-2021,21037626007536306
84,Spezia,35,38.0,15637,19428,80.5,336885,99279,5347,6110,87.5,6731,7700,87.4,3309,4977,66.5,37,28.9,8.1,278,1054,270,67,1161,Serie A,2020-2021,41730244034743257
85,Strasbourg,26,38.0,13300,17085,77.8,291021,102109,4595,5378,85.4,5725,6647,86.1,2762,4421,62.5,26,30.0,-4.0,263,1001,259,101,1087,Ligue 1,2020-2021,92234479374253707
86,Stuttgart,29,34.0,14259,17721,80.5,272821,97283,5716,6528,87.6,6379,7321,87.1,1879,3145,59.7,42,38.1,3.9,342,985,301,73,1271,Bundesliga,2020-2021,81761661302668293
87,Torino,29,38.0,13471,17077,78.9,267834,87881,5485,6190,88.6,5616,6561,85.6,2140,3711,57.7,28,32.5,-4.5,299,916,251,96,965,Serie A,2020-2021,21846272194836439
88,Tottenham,24,38.0,16142,19871,81.2,308661,97611,6803,7664,88.8,6812,7803,87.3,2224,3688,60.3,50,35.5,14.5,307,1081,279,60,1181,Premier League,2020-2021,22006624071753704
89,Udinese,33,38.0,14149,17469,81.0,273295,90615,5690,6448,88.2,6143,7040,87.3,2019,3281,61.5,30,27.3,2.7,288,927,303,77,1160,Serie A,2020-2021,48393495896639342
90,Union Berlin,27,34.0,12041,15867,75.9,249391,87774,4451,5250,84.8,5188,6230,83.3,2183,3736,58.4,39,31.1,7.9,283,801,205,85,995,Bundesliga,2020-2021,71630543971501382
