Rk,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,League,Season,TeamID
1,Alavés,24,40.7,11.0,5375,790,1998,2413,1224,196,4848,75,143,52.4,82,8,2932,13878,7004,267,72,29,147,111,3728,2999,80.4,209,La Liga,2021-2022,37745278530914180
2,Angers,22,47.0,12.0,7339,742,2725,3577,1474,216,6810,127,255,49.8,138,11,4818,22684,12682,451,126,45,159,189,5530,4892,88.5,326,Ligue 1,2021-2022,66587352409382849
3,Arminia,22,40.2,10.0,5085,732,1983,2121,1236,195,4610,94,168,56.0,101,8,2868,14395,7433,264,68,28,121,122,3537,2822,79.8,256,Bundesliga,2021-2022,60726784699523350
4,Arsenal,26,46.0,10.0,5649,702,1942,2502,1581,255,5232,78,152,51.3,83,3,3547,19331,11046,423,150,50,130,89,4174,3627,86.9,264,Premier League,2021-2022,5838645288327307
5,Aston Villa,23,47.5,10.0,5048,631,1729,2258,1357,242,4570,83,145,57.2,87,5,2951,14583,7823,308,97,31,133,94,3615,2942,81.4,300,Premier League,2021-2022,14348480492050895
6,Atalanta,24,56.1,11.0,7367,649,2200,3488,2099,347,6832,75,162,46.3,81,6,4854,23186,11919,473,152,59,156,146,5662,4916,86.8,461,Serie A,2021-2022,87465877057901989
7,Athletic Club,23,47.1,11.0,5895,657,1823,2762,1649,283,5325,77,139,55.4,86,8,3434,17863,10064,414,129,42,145,114,4124,3508,85.1,367,La Liga,2021-2022,4823083458145023
8,Atlético Madrid,21,53.4,11.0,6901,550,1968,3312,2042,325,6364,102,164,62.2,113,5,4563,22503,12943,545,143,61,126,135,5583,4761,85.3,444,La Liga,2021-2022,74713976168286555
9,Augsburg,24,39.0,10.0,4898,655,1954,2092,1136,189,4394,90,169,53.3,94,5,2724,15018,7629,232,72,25,139,108,3407,2571,75.5,208,Bundesliga,2021-2022,82828683183786310
10,Barcelona,27,67.6,11.0,8662,733,2249,4394,2545,357,8104,128,213,60.1,134,10,6196,29928,16943,729,184,70,159,150,7176,6483,90.3,540,La Liga,2021-2022,81744823723090567
11,Bayern Munich,22,62.3,10.0,7840,686,2455,3782,2143,370,7393,130,218,59.6,139,14,5304,27602,15290,588,203,63,149,112,6467,5641,87.2,535,Bundesliga,2021-2022,7510926916741648
12,Betis,29,56.6,12.0,7751,781,2399,3795,2023,344,7223,116,202,57.4,127,11,5179,26337,14309,575,153,63,156,114,6046,5217,86.3,423,La Liga,2021-2022,9423348454032625
13,Bochum,24,41.0,10.0,4993,705,1881,2092,1282,171,4477,87,154,56.5,93,10,2676,13973,7380,278,93,36,140,102,3352,2611,77.9,201,Bundesliga,2021-2022,26656491983030423
14,Bologna,24,51.3,11.0,5809,651,1909,2880,1385,196,5327,83,146,56.8,91,7,3677,19055,9473,369,127,19,108,89,4550,3880,85.3,272,Serie A,2021-2022,23275147453355121
15,Bordeaux,28,48.3,12.0,6995,760,2425,3593,1428,202,6402,122,228,53.5,135,11,4471,22781,11644,396,112,29,156,167,5298,4535,85.6,346,Ligue 1,2021-2022,12683680850395737
16,Brentford,21,44.4,10.0,5172,778,2085,2171,1175,207,4717,60,110,54.5,64,8,2784,13726,7415,256,76,20,112,100,3760,2863,76.1,251,Premier League,2021-2022,27125852983275500
17,Brest,22,43.3,12.0,6634,787,2411,2957,1691,265,6059,106,210,50.5,117,9,4021,21721,12411,420,141,40,167,144,4853,4076,84.0,358,Ligue 1,2021-2022,27328509848090670
18,Brighton,21,54.8,10.0,6623,844,2655,2627,1709,248,6212,74,128,57.8,81,2,4221,20203,10422,388,118,38,110,113,5276,4475,84.8,310,Premier League,2021-2022,49072214318111932
19,Burnley,18,39.6,10.0,4850,619,1522,2112,1434,198,4396,68,125,54.4,74,2,2532,12631,5885,251,87,15,115,90,3406,2556,75.0,238,Premier League,2021-2022,21823480134907726
20,Cádiz,26,34.8,12.0,5276,764,2003,2266,1315,204,4685,77,144,53.5,89,7,2734,15239,8141,281,113,33,146,121,3355,2533,75.5,235,La Liga,2021-2022,1007679934589500
21,Cagliari,26,42.2,11.0,5140,748,1997,2327,1088,170,4654,53,99,53.5,55,2,2984,15829,8238,269,86,22,115,71,3810,3145,82.5,229,Serie A,2021-2022,32968728316179674
22,Celta Vigo,22,57.2,12.0,7397,619,2148,3904,1792,235,6843,79,146,54.1,89,7,4720,24400,13623,548,159,32,151,115,5807,4895,84.3,348,La Liga,2021-2022,14218303985450920
23,Chelsea,25,57.2,10.0,7093,762,2338,3198,1986,285,6681,97,159,61.0,102,4,4662,22749,12509,540,171,60,102,110,5675,5006,88.2,362,Premier League,2021-2022,58172670324373785
24,Clermont Foot,20,51.9,12.0,7829,759,2894,3746,1651,254,7265,123,221,55.7,134,10,5432,24894,13268,473,132,48,145,162,6228,5459,87.7,368,Ligue 1,2021-2022,54976968050746588
25,Crystal Palace,19,50.6,10.0,6249,800,2274,2875,1451,234,5801,94,176,53.4,100,6,4030,19850,10068,363,124,42,153,145,4695,4022,85.7,276,Premier League,2021-2022,15352059381074619
26,Dortmund,27,61.2,10.0,7627,728,2474,3866,1749,283,7164,106,200,53.0,119,4,4961,24295,12806,521,136,44,147,123,6109,5393,88.3,423,Bundesliga,2021-2022,6921931827204601
27,Eint Frankfurt,24,50.3,10.0,6041,696,2066,2871,1412,203,5514,75,154,48.7,85,8,3501,16478,8480,338,102,36,160,111,4444,3559,80.1,345,Bundesliga,2021-2022,37929111009288632
28,Elche,23,47.3,12.0,6722,830,2493,3229,1387,156,6101,97,176,55.1,104,9,4226,20139,10212,407,122,22,166,137,4993,4258,85.3,298,La Liga,2021-2022,30674441257210497
29,Empoli,24,44.9,11.0,5926,799,2010,2559,1747,294,5362,75,149,50.3,83,6,3611,20971,11437,426,128,47,122,124,4447,3647,82.0,380,Serie A,2021-2022,77726683749984272
30,Espanyol,27,46.2,12.0,6357,931,2381,2876,1497,211,5757,109,194,56.2,114,9,3950,20240,11067,431,139,49,159,122,4684,3926,83.8,255,La Liga,2021-2022,71314269182841176
31,Everton,24,41.0,10.0,4539,607,1697,1795,1308,224,4130,59,122,48.4,62,5,2536,14607,7836,296,110,41,105,89,3127,2464,78.8,258,Premier League,2021-2022,57482013681231466
32,Fiorentina,24,56.5,11.0,7213,786,2484,3492,1703,287,6710,58,127,45.7,65,8,4954,25416,13269,498,158,58,138,108,5817,5183,89.1,376,Serie A,2021-2022,24325362613855847
33,Freiburg,23,48.8,10.0,5463,777,2109,2440,1248,210,4966,62,123,50.4,68,4,3166,16398,8627,282,94,22,125,91,3954,3203,81.0,257,Bundesliga,2021-2022,17577284562417651
34,Genoa,30,45.5,11.0,6081,731,2112,2849,1479,221,5529,93,165,56.4,100,8,3578,17859,9285,366,127,45,138,121,4403,3630,82.4,293,Serie A,2021-2022,87033800759594150
35,Getafe,26,43.3,12.0,5963,613,1806,2964,1519,191,5356,78,147,53.1,87,3,3365,16922,8573,360,124,25,157,123,4205,3418,81.3,298,La Liga,2021-2022,23789167582387071
36,Granada,25,44.5,11.0,4848,734,1846,2229,1012,143,4354,57,111,51.4,64,8,2660,13586,6800,250,73,21,127,102,3398,2686,79.0,223,La Liga,2021-2022,45137124328012624
37,Greuther Fürth,25,43.4,10.0,5210,692,1943,2309,1213,179,4696,77,154,50.0,83,11,2841,14451,7344,255,68,28,141,105,3668,2902,79.1,266,Bundesliga,2021-2022,11035944553035865
38,Hellas Verona,24,49.5,11.0,6260,732,2047,3039,1532,248,5794,79,144,54.9,87,4,3837,19460,10350,394,141,49,128,138,4701,3914,83.3,345,Serie A,2021-2022,45227680351245381
39,Hertha BSC,27,42.2,10.0,5250,807,2363,2261,922,144,4756,73,157,46.5,82,8,2900,14161,7209,244,84,23,124,126,3698,2974,80.4,237,Bundesliga,2021-2022,59737400018465050
40,Hoffenheim,22,53.6,10.0,6338,806,2341,2865,1465,229,5836,71,131,54.2,81,8,3858,19528,10073,376,92,41,145,92,4851,4173,86.0,329,Bundesliga,2021-2022,29322720181807625
41,Inter,23,53.0,11.0,6880,811,2281,3274,1781,327,6407,70,131,53.4,74,3,4443,24082,12487,474,156,48,121,86,5532,4843,87.5,389,Serie A,2021-2022,53198597771575973
42,Juventus,24,51.1,11.0,6700,762,2312,3223,1583,262,6202,70,134,52.2,78,6,4172,20957,10828,426,129,47,143,122,5181,4512,87.1,353,Serie A,2021-2022,19371054131726661
43,Köln,22,55.7,10.0,6153,719,2134,2735,1653,260,5622,80,161,49.7,90,6,3791,19044,10147,396,120,36,149,114,4482,3732,83.3,402,Bundesliga,2021-2022,39731782814123330
44,Lazio,23,54.5,11.0,7659,812,2448,3893,1780,227,7178,92,157,58.6,96,7,5263,24514,13059,498,176,47,138,121,6185,5489,88.7,341,Serie A,2021-2022,90751438076496109
45,Leeds United,23,58.6,10.0,6294,793,2490,2716,1491,257,5832,89,174,51.1,98,10,4082,22742,12653,411,106,46,131,119,4786,4072,85.1,357,Premier League,2021-2022,34570153325607342
46,Leicester City,22,52.6,10.0,6358,813,2346,3051,1308,237,5876,72,144,50.0,81,6,4142,18933,10097,394,116,46,122,108,4997,4228,84.6,345,Premier League,2021-2022,18776461863573874
47,Lens,23,48.8,12.0,7190,668,2071,3879,1757,252,6672,111,187,59.4,118,3,4511,25312,14560,624,202,44,156,114,5628,4859,86.3,409,Ligue 1,2021-2022,74951719010833888
48,Levante,26,44.4,12.0,5639,695,2090,2710,1166,160,5148,92,174,52.9,100,8,3368,16742,9143,325,90,30,120,123,4132,3496,84.6,309,La Liga,2021-2022,1566092639264277
49,Leverkusen,23,52.8,10.0,6369,732,2397,3104,1311,233,5882,131,235,55.7,138,8,4153,21374,12028,435,149,46,142,130,4813,4190,87.1,318,Bundesliga,2021-2022,36794408106212849
50,Lille,22,51.9,12.0,7435,717,2373,3781,1734,299,6832,96,179,53.6,103,11,4603,23677,13626,527,132,47,197,109,5744,4916,85.6,436,Ligue 1,2021-2022,85603837513355486
51,Liverpool,24,61.4,10.0,7420,644,1978,3721,2144,363,6958,71,152,46.7,77,6,4791,22366,12652,566,154,71,126,108,6036,5271,87.3,481,Premier League,2021-2022,41956650829873911
52,Lorient,25,43.5,12.0,6608,724,2361,3309,1337,161,6068,96,174,55.2,102,2,4010,18282,10176,418,129,38,153,148,4839,4086,84.4,325,Ligue 1,2021-2022,37325341301512527
53,Lyon,25,58.7,12.0,8654,806,2789,4447,1983,293,8129,147,256,57.4,160,13,5931,28266,15612,579,170,63,165,162,6990,6200,88.7,447,Ligue 1,2021-2022,87005642993871754
54,M'Gladbach,22,58.3,10.0,7106,612,2328,3645,1579,261,6585,90,153,58.8,94,2,4759,22847,12630,486,121,53,169,146,5482,4871,88.9,394,Bundesliga,2021-2022,81611584009946193
55,Mainz 05,26,43.6,10.0,5361,641,2032,2404,1200,214,4860,48,112,42.9,54,1,2921,14004,7652,232,87,34,150,110,3799,2915,76.7,296,Bundesliga,2021-2022,71158960989778912
56,Mallorca,27,44.4,12.0,5798,791,2160,2675,1317,206,5189,96,178,53.9,108,4,3411,18490,10378,390,127,36,121,151,4096,3344,81.6,264,La Liga,2021-2022,96459977719332900
57,Manchester City,22,64.2,10.0,7621,564,1794,3879,2451,444,7182,98,171,57.3,106,8,5508,28461,16567,790,180,113,110,108,6380,5719,89.6,434,Premier League,2021-2022,74026506610392765
58,Manchester Utd,21,55.7,10.0,6606,594,1886,3133,2025,277,6162,105,171,61.4,112,8,4269,22571,13369,569,180,59,96,119,5276,4574,86.7,385,Premier League,2021-2022,29078730489839024
59,Marseille,23,59.6,12.0,8552,827,2777,4418,1977,284,8005,124,198,62.6,131,16,6121,31882,17804,712,202,68,147,170,7068,6380,90.3,415,Ligue 1,2021-2022,66190039714113630
60,Metz,29,44.8,12.0,6649,676,2290,3406,1348,152,6091,88,169,52.1,99,10,4025,20602,10864,413,109,23,189,156,4839,4039,83.5,267,Ligue 1,2021-2022,14635757597311544
61,Milan,26,54.2,11.0,6842,676,2098,3414,1787,278,6364,120,211,56.9,133,8,4467,25106,13542,502,163,47,162,91,5289,4649,87.9,385,Serie A,2021-2022,59378513948613436
62,Monaco,25,59.3,12.0,8390,630,2192,4691,1999,295,7828,115,204,56.4,123,11,5669,27573,15043,648,176,58,162,147,6843,5866,85.7,486,Ligue 1,2021-2022,79093238158793616
63,Montpellier,22,49.4,12.0,6819,828,2338,3228,1654,239,6172,123,207,59.4,134,7,4128,21697,11907,446,120,38,150,157,5111,4298,84.1,377,Ligue 1,2021-2022,32434714471076965
64,Nantes,21,41.6,12.0,6066,612,1947,2813,1634,263,5487,96,200,48.0,106,8,3324,16599,9237,367,102,57,176,133,4289,3491,81.4,302,Ligue 1,2021-2022,25802633648495862
65,Napoli,25,59.5,11.0,7678,654,2138,3832,2221,314,7209,91,165,55.2,97,7,5274,27042,15386,651,195,68,101,108,6372,5739,90.1,420,Serie A,2021-2022,10516137814401134
66,Newcastle Utd,22,38.4,10.0,4685,689,1836,1904,1218,214,4240,90,159,56.6,101,6,2729,14347,7808,284,94,39,113,125,3228,2623,81.3,184,Premier League,2021-2022,29528772732587842
67,Nice,23,52.3,12.0,7699,625,2384,4115,1695,275,7201,128,206,62.1,137,6,5308,26198,13912,560,167,45,159,137,5940,5251,88.4,364,Ligue 1,2021-2022,11720969662561653
68,Norwich City,22,44.3,10.0,5405,879,2447,2175,1077,169,4911,104,196,53.1,118,6,3225,16021,8760,289,80,22,117,115,3906,3240,82.9,227,Premier League,2021-2022,42809968147687487
69,Osasuna,26,45.5,12.0,6295,656,1778,2910,1888,288,5659,80,132,60.6,92,5,3324,15523,7786,310,95,31,169,107,4586,3498,76.3,381,La Liga,2021-2022,83352675823776457
70,Paris S-G,27,62.5,12.0,9333,742,2346,5018,2618,350,8840,148,273,54.2,161,10,6945,33551,18904,804,250,71,137,146,7918,7231,91.3,503,Ligue 1,2021-2022,11177590892093073
71,Rayo Vallecano,25,47.3,12.0,5676,641,1939,2682,1400,208,5131,102,176,58.0,114,15,3267,17207,9258,329,130,38,131,118,4085,3317,81.2,276,La Liga,2021-2022,75203699329351977
72,RB Leipzig,23,56.3,10.0,6583,602,1975,3254,1705,340,6115,85,163,52.1,93,4,4112,19566,9959,407,125,44,153,132,4912,4197,85.4,444,Bundesliga,2021-2022,68159208261559796
73,Real Madrid,25,58.5,11.0,7795,719,2374,3516,2424,386,7321,126,206,61.2,133,16,5448,29286,16984,674,212,100,98,113,6451,5750,89.1,426,La Liga,2021-2022,29627131003986350
74,Real Sociedad,27,54.5,12.0,7145,850,2326,3468,1801,290,6574,111,186,59.7,119,12,4603,23001,12675,497,147,35,165,184,5330,4702,88.2,398,La Liga,2021-2022,57299950304530590
75,Reims,25,44.2,12.0,6454,760,2447,2954,1509,227,5854,114,203,56.2,129,12,4049,21418,11828,431,145,31,160,133,4801,3908,81.4,327,Ligue 1,2021-2022,67732085073987538
76,Rennes,26,55.0,12.0,7652,757,2429,3821,1945,320,7123,91,180,50.6,100,11,5325,27979,15653,567,174,49,131,139,6126,5401,88.2,445,Ligue 1,2021-2022,96819424452761337
77,Roma,24,53.1,11.0,6701,623,2022,3291,1839,326,6195,92,181,50.8,101,5,4359,23304,12428,509,178,50,146,84,5275,4653,88.2,380,Serie A,2021-2022,764736481564168
78,Saint-Étienne,28,51.2,12.0,7289,711,2389,3645,1757,242,6676,133,261,51.0,147,10,4576,23996,13178,540,179,44,193,160,5303,4517,85.2,344,Ligue 1,2021-2022,56226069621228236
79,Salernitana,25,42.3,11.0,5472,656,1828,2450,1530,259,4917,73,121,60.3,77,6,3123,16759,8778,326,120,39,125,124,3928,3070,78.2,340,Serie A,2021-2022,63444195793016658
80,Sampdoria,22,45.6,11.0,5864,761,2033,2605,1539,218,5335,70,119,58.8,78,1,3328,16647,8647,323,113,31,111,100,4363,3520,80.7,374,Serie A,2021-2022,89407679695143145
81,Sassuolo,22,56.1,11.0,7099,951,2727,3327,1521,266,6560,89,175,50.9,101,11,4613,24972,14128,513,165,68,157,120,5537,4949,89.4,385,Serie A,2021-2022,79200252522790650
82,Sevilla,26,62.7,11.0,7597,774,2459,3871,1693,236,7096,75,130,57.7,80,7,5173,22967,12292,490,144,33,139,122,6170,5480,88.8,352,La Liga,2021-2022,22702270477938803
83,Southampton,21,49.3,10.0,5587,569,1804,2599,1558,241,5118,100,180,55.6,106,8,3420,19504,11414,469,151,53,127,112,4086,3354,82.1,300,Premier League,2021-2022,21037626007536306
84,Spezia,26,49.8,11.0,6383,808,2322,2927,1530,217,5870,87,158,55.1,93,11,4039,20531,10518,402,128,38,119,153,4794,4069,84.9,339,Serie A,2021-2022,41730244034743257
85,Strasbourg,23,47.8,12.0,7128,749,2341,3555,1680,251,6586,100,167,59.9,107,7,4417,23117,12370,433,130,28,158,116,5516,4641,84.1,397,Ligue 1,2021-2022,92234479374253707
86,Stuttgart,28,54.8,10.0,6633,745,2322,3315,1411,213,6144,117,223,52.5,130,10,4407,21262,11295,434,133,39,157,112,5055,4388,86.8,355,Bundesliga,2021-2022,81761661302668293
87,Torino,26,52.2,11.0,6453,599,1863,3095,1883,267,5986,88,148,59.5,97,5,3937,20113,10361,434,145,58,170,108,4850,4044,83.4,323,Serie A,2021-2022,21846272194836439
88,Tottenham,21,51.4,10.0,6166,672,1895,3098,1522,198,5698,99,183,54.1,107,3,3902,18817,10025,411,136,38,123,131,4688,4016,85.7,292,Premier League,2021-2022,22006624071753704
89,Troyes,28,40.3,12.0,6195,880,2595,2680,1267,218,5644,105,188,55.9,116,10,3817,18826,9908,349,108,23,164,139,4529,3782,83.5,258,Ligue 1,2021-2022,57069542099991496
90,Udinese,21,40.9,11.0,5693,752,2076,2568,1440,225,5188,95,175,54.3,107,5,3526,19433,10809,435,137,40,139,118,4229,3548,83.9,218,Serie A,2021-2022,48393495896639342
91,Union Berlin,23,41.8,10.0,5358,674,2141,2328,1155,200,4913,58,111,52.3,69,0,3103,14991,7939,280,78,33,122,98,3830,3142,82.0,263,Bundesliga,2021-2022,71630543971501382
92,Valencia,26,45.9,12.0,5840,696,1871,2678,1656,227,5208,97,179,54.2,106,9,3378,17678,10101,383,139,37,155,131,4065,3260,80.2,339,La Liga,2021-2022,65158650443085242
93,Venezia,29,42.7,11.0,5861,906,2557,2573,1118,167,5376,69,146,47.3,77,10,3419,18768,10651,334,107,38,127,131,4341,3578,82.4,258,Serie A,2021-2022,94916874898547392
94,Villarreal,26,61.7,11.0,7448,768,2332,3708,1949,299,6934,106,190,55.8,114,11,5121,28786,16394,615,184,58,131,104,6044,5355,88.6,460,La Liga,2021-2022,63335634096533483
95,Watford,26,41.6,10.0,4958,765,2031,2024,1181,179,4478,109,184,59.2,116,20,2802,14636,8412,304,91,45,121,117,3500,2822,80.6,252,Premier League,2021-2022,73743918793554398
96,West Ham,18,51.4,10.0,5980,587,1852,2779,1742,270,5552,59,117,50.4,68,5,3839,20921,10603,414,154,43,115,103,4561,3875,85.0,350,Premier League,2021-2022,57680956417459581
97,Wolfsburg,24,55.4,10.0,6235,737,2268,2967,1382,236,5771,100,172,58.1,111,10,4093,19222,10095,372,101,34,130,121,4701,4022,85.6,334,Bundesliga,2021-2022,85159484018358879
98,Wolves,18,51.1,10.0,5244,572,1769,2426,1387,202,4854,111,177,62.7,121,11,3474,16821,9792,408,116,53,102,106,3963,3358,84.7,278,Premier League,2021-2022,24001928852251903
1,Alavés,30,42.7,38.0,18391,2289,6566,8801,3937,640,16491,274,477,57.4,302,16,9826,49063,25072,953,280,105,428,351,12990,10284,79.2,914,La Liga,2020-2021,37745278530914180
2,Angers,31,46.2,38.0,23291,2045,7459,11988,5299,654,21424,429,774,55.4,469,22,15042,71788,37242,1454,491,107,508,536,17933,15128,84.4,1262,Ligue 1,2020-2021,66587352409382849
3,Arminia,26,42.2,34.0,18529,2837,7991,7879,3722,576,16925,270,466,57.9,305,26,10490,52324,28300,802,282,74,383,386,13469,10707,79.5,838,Bundesliga,2020-2021,60726784699523350
4,Arsenal,29,53.8,38.0,25217,2660,8496,11724,6662,979,23631,303,570,53.2,325,28,17270,91010,51942,2027,533,191,319,361,20487,17802,86.9,1350,Premier League,2020-2021,5838645288327307
5,Aston Villa,24,48.1,38.0,20985,2696,7056,8919,6192,1060,19152,394,608,64.8,415,19,12344,65238,35018,1414,429,205,443,418,15702,12779,81.4,1279,Premier League,2020-2021,14348480492050895
6,Atalanta,30,54.9,38.0,26478,1943,6889,12811,8433,1304,24879,422,712,59.3,448,31,18202,94212,48906,2258,682,233,523,529,21126,18159,86.0,1936,Serie A,2020-2021,87465877057901989
7,Athletic Club,27,49.8,38.0,21646,2111,6458,10859,5688,766,19688,315,529,59.5,335,26,12942,73017,40524,1568,484,145,398,383,16714,13694,81.9,1349,La Liga,2020-2021,4823083458145023
8,Atlético Madrid,25,52.4,38.0,24797,2122,7261,12558,6275,992,23085,366,603,60.7,395,38,16070,74449,39926,1683,435,152,402,406,19677,16924,86.0,1509,La Liga,2020-2021,74713976168286555
9,Augsburg,25,41.3,34.0,18443,2706,7802,8144,3614,565,16794,326,560,58.2,349,18,10523,56513,29044,917,300,73,456,386,13347,10430,78.1,917,Bundesliga,2020-2021,82828683183786310
10,Barcelona,25,65.8,38.0,32311,2524,7938,15985,10509,1378,30715,505,786,64.2,538,33,23667,113680,63392,2831,850,263,366,389,27982,25414,90.8,1808,La Liga,2020-2021,81744823723090567
11,Bayern Munich,29,61.1,34.0,26026,2032,7020,12889,7855,1322,24380,480,733,65.5,512,34,17702,93890,50318,2187,603,198,542,441,21312,18505,86.8,1796,Bundesliga,2020-2021,7510926916741648
12,Benevento,29,42.3,38.0,19432,2586,7411,8796,4407,776,17591,230,406,56.7,251,18,11277,62711,33333,1156,363,101,413,350,14392,11710,81.4,1050,Serie A,2020-2021,38159059008947812
13,Betis,25,53.9,38.0,23809,2272,7125,11884,6099,879,21983,359,584,61.5,384,25,15482,75009,39380,1673,513,157,467,467,18509,15938,86.1,1155,La Liga,2020-2021,9423348454032625
14,Bologna,37,50.9,38.0,22952,2934,7788,10696,5924,868,21155,374,648,57.7,410,19,14216,78654,41287,1552,506,166,439,435,17599,14811,84.2,1340,Serie A,2020-2021,23275147453355121
15,Bordeaux,28,49.7,38.0,23804,2538,8314,12189,4746,652,21948,422,734,57.5,453,20,15697,79456,41766,1539,404,125,493,491,18641,16031,86.0,1025,Ligue 1,2020-2021,12683680850395737
16,Brest,26,49.3,38.0,23580,2902,8829,10744,5586,794,21702,396,636,62.3,417,24,15145,79202,44314,1486,505,120,472,373,18221,15584,85.5,1289,Ligue 1,2020-2021,27328509848090670
17,Brighton,27,51.3,38.0,23519,2703,8395,10204,6485,1020,21874,344,547,62.9,371,17,15362,84064,44546,1667,546,135,433,406,18583,15598,83.9,1265,Premier League,2020-2021,49072214318111932
18,Burnley,25,41.7,38.0,19236,2320,6089,9006,5107,748,17531,249,420,59.3,269,18,10026,49692,23754,948,342,81,406,335,13976,10644,76.2,975,Premier League,2020-2021,21823480134907726
19,Cádiz,34,34.3,38.0,16108,2247,5912,7405,3627,490,14221,325,513,63.4,354,30,8147,43974,23896,888,282,72,443,352,10838,8053,74.3,688,La Liga,2020-2021,1007679934589500
20,Cagliari,32,44.6,38.0,21080,2587,7323,9905,5278,773,19234,342,554,61.7,365,20,12760,71435,39407,1414,508,101,418,421,16041,13160,82.0,1108,Serie A,2020-2021,32968728316179674
21,Celta Vigo,30,53.7,38.0,23389,2659,8346,11512,4873,656,21615,285,491,58.0,311,17,14615,70937,37596,1396,449,101,396,340,18118,15277,84.3,1158,La Liga,2020-2021,14218303985450920
22,Chelsea,27,61.4,38.0,29564,2703,9251,14400,7810,1131,27953,368,643,57.2,393,33,19875,99591,56260,2265,679,246,444,422,24517,21646,88.3,1555,Premier League,2020-2021,58172670324373785
23,Crotone,31,46.4,38.0,21410,3150,8547,9861,4283,648,19662,355,601,59.1,380,22,13300,68851,36657,1248,389,104,498,447,16272,13666,84.0,1109,Serie A,2020-2021,33431629624225246
24,Crystal Palace,24,40.1,38.0,19661,2331,7027,9078,4735,706,17884,373,637,58.6,401,21,11234,57886,29995,1211,394,134,425,513,14235,11391,80.0,984,Premier League,2020-2021,15352059381074619
25,Dijon,33,46.2,38.0,22256,2722,8585,10902,4245,576,20399,433,693,62.5,462,19,13530,68648,36551,1297,367,82,512,520,17003,14134,83.1,1070,Ligue 1,2020-2021,59239312409540653
26,Dortmund,26,59.8,34.0,26221,2316,7835,13231,6970,1125,24710,459,746,61.5,489,37,18425,96143,51294,2093,615,202,419,374,21600,18983,87.9,1553,Bundesliga,2020-2021,6921931827204601
27,Eibar,30,49.6,38.0,20968,1910,5646,10272,6105,769,18966,349,566,61.7,379,24,11782,60643,29506,1246,385,101,518,398,15288,11903,77.9,1122,La Liga,2020-2021,67267904110326262
28,Eint Frankfurt,25,54.0,34.0,22459,2435,7177,11079,5621,864,20795,323,534,60.5,349,25,13534,72038,39272,1630,491,163,443,417,17451,14409,82.6,1448,Bundesliga,2020-2021,37929111009288632
29,Elche,30,47.6,38.0,21030,2763,8370,10166,3731,448,19255,379,656,57.8,407,37,13221,65650,34067,1190,339,73,506,413,16090,13601,84.5,809,La Liga,2020-2021,30674441257210497
30,Everton,29,46.5,38.0,22718,2922,8747,10503,4941,700,21133,341,586,58.2,363,30,13795,76593,41361,1388,411,114,430,449,17418,14670,84.2,1081,Premier League,2020-2021,57482013681231466
31,Fiorentina,30,46.2,38.0,21197,2300,6428,10437,5657,737,19347,321,541,59.3,342,22,13554,72472,38371,1507,474,119,420,536,16122,13589,84.3,1156,Serie A,2020-2021,24325362613855847
32,Freiburg,24,47.0,34.0,19679,2621,7788,8639,4521,695,18052,263,462,56.9,285,14,11882,62484,33150,1003,335,107,394,332,14984,12336,82.3,1102,Bundesliga,2020-2021,17577284562417651
33,Fulham,28,49.9,38.0,23627,2640,8285,10981,5883,822,21923,498,762,65.4,524,35,14934,80620,43245,1613,509,133,587,472,18034,15183,84.2,1169,Premier League,2020-2021,19227944656237519
34,Genoa,34,44.7,38.0,22141,2850,8121,10620,4603,618,20407,277,524,52.9,293,20,13617,65947,34830,1279,391,103,482,383,16888,14014,83.0,1010,Serie A,2020-2021,87033800759594150
35,Getafe,31,42.8,38.0,17830,1729,4863,8188,5645,718,15819,250,459,54.5,272,24,9315,48818,25688,1102,362,102,478,422,11886,9017,75.9,1045,La Liga,2020-2021,23789167582387071
36,Granada,34,41.0,38.0,17330,2281,6088,8030,4101,610,15429,309,528,58.5,328,32,9203,47361,24959,947,269,94,385,388,12191,9247,75.9,918,La Liga,2020-2021,45137124328012624
37,Hellas Verona,32,49.8,38.0,22053,2381,6880,10789,5670,829,20228,315,524,60.1,347,24,13052,68876,37238,1454,498,130,448,412,16539,13339,80.7,1321,Serie A,2020-2021,45227680351245381
38,Hertha BSC,32,49.4,34.0,20185,2313,7746,9310,4456,738,18494,335,566,59.2,367,14,12614,71496,38339,1294,387,148,389,446,15260,12623,82.7,1080,Bundesliga,2020-2021,59737400018465050
39,Hoffenheim,30,51.1,34.0,22139,2471,7672,10388,5541,834,20466,346,600,57.7,377,25,14093,72987,39360,1428,440,116,512,420,17106,14462,84.5,1363,Bundesliga,2020-2021,29322720181807625
40,Huesca,27,48.3,38.0,21468,2676,8287,10018,4683,659,19618,444,692,64.2,481,27,13535,75972,41321,1512,452,107,456,390,16319,13636,83.6,993,La Liga,2020-2021,16593090704373522
41,Inter,25,52.4,38.0,25449,2673,8240,11969,6860,1122,23883,261,446,58.5,279,18,17109,88968,49936,1926,544,193,460,353,20894,18514,88.6,1557,Serie A,2020-2021,53198597771575973
